Station Name,Date/Time,Year,Month,Day,Max Temp (°C),Min Temp (°C),Mean Temp (°C),Heat Deg Days (°C),Cool Deg Days (°C),Total Rain (mm),Total Snow (cm),Total Precip (mm),Snow on Grnd (cm),Dir of Max Gust (10s deg),Spd of Max Gust (km/h)
MONTREAL INTL A,11/9/2017,2017,11,9,8.5,0.5,4.5,13.5,0,2.6,0,2.6,0,27,74
MONTREAL INTL A,11/10/2017,2017,11,10,1.3,-8.9,-3.8,21.8,0,0,0.2,0.2,0,27,69
MONTREAL INTL A,11/11/2017,2017,11,11,-1.3,-9.7,-5.5,23.5,0,0,0,0,,27,37
MONTREAL INTL A,11/12/2017,2017,11,12,2.1,-5.3,-1.6,19.6,0,0,0,0,,,<31
MONTREAL INTL A,11/13/2017,2017,11,13,0.6,-5.6,-2.5,20.5,0,0,0,0,,,<31
MONTREAL INTL A,11/14/2017,2017,11,14,3,-0.7,1.2,16.8,0,0,0,0,,,<31
MONTREAL INTL A,11/15/2017,2017,11,15,6.5,-4,1.3,16.7,0,0,0,0,,14,39
MONTREAL INTL A,11/16/2017,2017,11,16,9,0.5,4.8,13.2,0,5,0.2,5.2,,30,52
MONTREAL INTL A,11/17/2017,2017,11,17,0.5,-5.5,-2.5,20.5,0,0,0,0,,28,52
MONTREAL INTL A,11/18/2017,2017,11,18,1.1,-6.2,-2.6,20.6,0,1.2,0,1.2,,5,35
MONTREAL INTL A,11/19/2017,2017,11,19,1.6,-3.4,-0.9,18.9,0,8.6,3.8,12.4,2,29,57
MONTREAL INTL A,11/20/2017,2017,11,20,-3.1,-8.2,-5.7,23.7,0,0,0,0,1,23,52
MONTREAL INTL A,11/21/2017,2017,11,21,8.4,-4.6,1.9,16.1,0,0,0,0,1,20,33
MONTREAL INTL A,11/22/2017,2017,11,22,6.9,-5.2,0.9,17.1,0,2.2,0,2.2,,29,35
MONTREAL INTL A,11/23/2017,2017,11,23,1.7,-8,-3.2,21.2,0,0,0,0,,22,44
MONTREAL INTL A,11/24/2017,2017,11,24,6.7,1.6,4.2,13.8,0,0,0,0,,24,39
MONTREAL INTL A,11/25/2017,2017,11,25,6.6,2.2,4.4,13.6,0,6.4,0,6.4,,22,35
MONTREAL INTL A,11/26/2017,2017,11,26,2.5,-3.8,-0.7,18.7,0,0.4,1.6,2,0,27,44
MONTREAL INTL A,11/27/2017,2017,11,27,-0.9,-11.4,-6.2,24.2,0,0,0,0,2,28,41
MONTREAL INTL A,11/28/2017,2017,11,28,5.6,-11.4,-2.9,20.9,0,0,0,0,2,16,35
MONTREAL INTL A,11/29/2017,2017,11,29,7.5,-6.9,0.3,17.7,0,1.2,0,1.2,,28,57
MONTREAL INTL A,11/30/2017,2017,11,30,4.6,-7.3,-1.4,19.4,0,3.2,0.2,3.4,,14,33
MONTREAL INTL A,12/1/2017,2017,12,1,5,-1.5,1.8,16.2,0,0,0,0,,23,37
MONTREAL INTL A,12/2/2017,2017,12,2,3.2,-0.9,1.2,16.8,0,0,0,0,,,<31
MONTREAL INTL A,12/3/2017,2017,12,3,2.3,-1.7,0.3,17.7,0,0,0,0,,,<31
MONTREAL INTL A,12/4/2017,2017,12,4,5.9,-3,1.5,16.5,0,0,0,0,,15,57
MONTREAL INTL A,12/5/2017,2017,12,5,10,5.6,7.8,10.2,0,9.8,0,9.8,,26,59
MONTREAL INTL A,12/6/2017,2017,12,6,5.7,-0.3,2.7,15.3,0,0,0,0,,22,65
MONTREAL INTL A,12/7/2017,2017,12,7,1.4,-1.7,-0.2,18.2,0,0,0.2,0.2,0,23,41
MONTREAL INTL A,12/8/2017,2017,12,8,1,-2.9,-1,19,0,0,0,0,0,20,54
MONTREAL INTL A,12/9/2017,2017,12,9,0.5,-4.5,-2,20,0,0,0,0,,22,44
MONTREAL INTL A,12/10/2017,2017,12,10,-1.4,-5.1,-3.3,21.3,0,0,1.8,1.6,0,27,48
MONTREAL INTL A,12/11/2017,2017,12,11,-3.8,-12.7,-8.3,26.3,0,0,0.8,0.4,2,2,33
MONTREAL INTL A,12/12/2017,2017,12,12,-6.8,-10.7,-8.8,26.8,0,0.2,18.6,17.2,4,3,48
MONTREAL INTL A,12/13/2017,2017,12,13,-7.2,-16.3,-11.8,29.8,0,0,2.4,1.6,9,27,61
MONTREAL INTL A,12/14/2017,2017,12,14,-14.5,-19,-16.8,34.8,0,0,0,0,4,24,50
MONTREAL INTL A,12/15/2017,2017,12,15,-9.4,-20.1,-14.8,32.8,0,0,0.4,0.4,3,,<31
MONTREAL INTL A,12/16/2017,2017,12,16,-8,-15,-11.5,29.5,0,0,1.8,1.8,5,27,32
MONTREAL INTL A,12/17/2017,2017,12,17,-12.4,-21,-16.7,34.7,0,0,0.2,0.2,5,,<31
MONTREAL INTL A,12/18/2017,2017,12,18,-10.1,-14.1,-12.1,30.1,0,0,4.8,4.4,5,,<31
MONTREAL INTL A,12/19/2017,2017,12,19,3.3,-10.2,-3.5,21.5,0,2.7,4.4,7.1,9,25,61
MONTREAL INTL A,12/20/2017,2017,12,20,1,-12.2,-5.6,23.6,0,0,0,0,8,29,63
MONTREAL INTL A,12/21/2017,2017,12,21,-10.5,-16.2,-13.4,31.4,0,0,0,0,6,,<31
MONTREAL INTL A,12/22/2017,2017,12,22,-11.6,-15.2,-13.4,31.4,0,0,1.4,1.2,5,4,43
MONTREAL INTL A,12/23/2017,2017,12,23,-5.2,-12,-8.6,26.6,0,0,9.4,14.4,5,24,41
MONTREAL INTL A,12/24/2017,2017,12,24,-5.5,-9.7,-7.6,25.6,0,0,0,0,12,4,43
MONTREAL INTL A,12/25/2017,2017,12,25,-6.4,-10.1,-8.3,26.3,0,0,13.4,12.6,18,26,52
MONTREAL INTL A,12/26/2017,2017,12,26,-7,-18.9,-13,31,0,0,0,0,19,27,54
MONTREAL INTL A,12/27/2017,2017,12,27,-18.3,-24.5,-21.4,39.4,0,0,0,0,11,27,37
MONTREAL INTL A,12/28/2017,2017,12,28,-20.5,-26.6,-23.6,41.6,0,0,0,0,10,27,44
MONTREAL INTL A,12/29/2017,2017,12,29,-18.4,-24.8,-21.6,39.6,0,0,1.6,1.6,10,,<31
MONTREAL INTL A,12/30/2017,2017,12,30,-17.4,-24.9,-21.2,39.2,0,0,0.2,0.2,10,,<31
MONTREAL INTL A,12/31/2017,2017,12,31,-18.9,-23.8,-21.4,39.4,0,0,0,0,10,27,37
MONTREAL INTL A,1/1/2018,2018,1,1,-19,-25.5,-22.3,40.3,0,0,0,0,10,25,37
MONTREAL INTL A,1/2/2018,2018,1,2,-14.2,-25.9,-20.1,38.1,0,0,4.6,3.4,10,,<31
MONTREAL INTL A,1/3/2018,2018,1,3,-10.8,-16.7,-13.8,31.8,0,0,0.6,0.6,13,,<31
MONTREAL INTL A,1/4/2018,2018,1,4,-6.6,-14.1,-10.4,28.4,0,0,2.2,2.2,13,29,52
MONTREAL INTL A,1/5/2018,2018,1,5,-13.8,-22.6,-18.2,36.2,0,0.2,5.8,6,13,28,70
MONTREAL INTL A,1/6/2018,2018,1,6,-20.2,-24.7,-22.5,40.5,0,0,0.6,0.6,11,25,65
MONTREAL INTL A,1/7/2018,2018,1,7,-11.2,-24.9,-18.1,36.1,0,0,4.6,4.6,10,15,32
MONTREAL INTL A,1/8/2018,2018,1,8,-4.1,-11.3,-7.7,25.7,0,0,12.2,11.8,13,,<31
MONTREAL INTL A,1/9/2018,2018,1,9,0.2,-12.8,-6.3,24.3,0,0,0.2,0.2,21,25,50
MONTREAL INTL A,1/10/2018,2018,1,10,-1.2,-15.8,-8.5,26.5,0,2.2,0,2.2,21,,<31
MONTREAL INTL A,1/11/2018,2018,1,11,7,-2.4,2.3,15.7,0,5.8,0,5.8,18,15,41
MONTREAL INTL A,1/12/2018,2018,1,12,10,-7.8,1.1,16.9,0,17,5.6,22.6,5,0,41
MONTREAL INTL A,1/13/2018,2018,1,13,-7.9,-21.5,-14.7,32.7,0,0,30.4,30.4,15,28,89
MONTREAL INTL A,1/14/2018,2018,1,14,-18.5,-27,-22.8,40.8,0,0,0,0,22,,<31
MONTREAL INTL A,1/15/2018,2018,1,15,-15.4,-24.7,-20.1,38.1,0,0,0,0,21,1,33
MONTREAL INTL A,1/16/2018,2018,1,16,-9.7,-15.4,-12.6,30.6,0,0,2.6,1.8,21,3,30
MONTREAL INTL A,1/17/2018,2018,1,17,-5.8,-12.7,-9.3,27.3,0,0,0,0,22,24,50
MONTREAL INTL A,1/18/2018,2018,1,18,-2.8,-6.4,-4.6,22.6,0,0,0.4,0,18,23,43
MONTREAL INTL A,1/19/2018,2018,1,19,0.4,-4.7,-2.2,20.2,0,0,0,0,16,22,35
MONTREAL INTL A,1/20/2018,2018,1,20,3.8,-0.9,1.5,16.5,0,0,0,0,14,25,74
MONTREAL INTL A,1/21/2018,2018,1,21,0.6,-6.8,-3.1,21.1,0,0,0.2,0.2,8,4,35
MONTREAL INTL A,1/22/2018,2018,1,22,-3.4,-8.1,-5.8,23.8,0,7.2,10.2,17.4,7,4,57
MONTREAL INTL A,1/23/2018,2018,1,23,2.5,-4.3,-0.9,18.9,0,9,0.4,9.4,11,23,52
MONTREAL INTL A,1/24/2018,2018,1,24,2,-14,-6,24,0,0,0,0,10,27,61
MONTREAL INTL A,1/25/2018,2018,1,25,-10.2,-17,-13.6,31.6,0,0,0,0,10,27,44
MONTREAL INTL A,1/26/2018,2018,1,26,-7.1,-18.7,-12.9,30.9,0,0,0,0,10,,<31
MONTREAL INTL A,1/27/2018,2018,1,27,6.5,-13.8,-3.7,21.7,0,2.2,0,2.2,10,23,50
MONTREAL INTL A,1/28/2018,2018,1,28,4.8,-5.9,-0.6,18.6,0,0,0,0,9,23,48
MONTREAL INTL A,1/29/2018,2018,1,29,-5.9,-12.2,-9.1,27.1,0,0,0,0,9,2,39
MONTREAL INTL A,1/30/2018,2018,1,30,-7.5,-14.8,-11.2,29.2,0,0,0,0,9,3,44
MONTREAL INTL A,1/31/2018,2018,1,31,-6.5,-18.2,-12.4,30.4,0,0,5.8,4.8,9,,<31
MONTREAL INTL A,2/1/2018,2018,2,1,4.7,-11.4,-3.4,21.4,0,0,0.2,0.2,11,28,65
MONTREAL INTL A,2/2/2018,2018,2,2,-8.2,-20.2,-14.2,32.2,0,0,0,0,11,30,44
MONTREAL INTL A,2/3/2018,2018,2,3,-6,-22,-14,32,0,0,1,1,11,15,33
MONTREAL INTL A,2/4/2018,2018,2,4,-0.1,-6.7,-3.4,21.4,0,0,12,12,14,16,44
MONTREAL INTL A,2/5/2018,2018,2,5,-1.1,-12.9,-7,25,0,0,1.4,1.4,16,27,52
MONTREAL INTL A,2/6/2018,2018,2,6,-4.8,-13.7,-9.3,27.3,0,0,1.2,1,16,22,37
MONTREAL INTL A,2/7/2018,2018,2,7,-9.9,-16.5,-13.2,31.2,0,0,14.8,12.6,16,3,35
MONTREAL INTL A,2/8/2018,2018,2,8,-7.7,-20.1,-13.9,31.9,0,0,0.2,0.2,22,24,33
MONTREAL INTL A,2/9/2018,2018,2,9,-6,-15.6,-10.8,28.8,0,0,0.6,0.6,22,23,30
MONTREAL INTL A,2/10/2018,2018,2,10,-5,-9.1,-7.1,25.1,0,0,8.4,7.6,21,,<31
MONTREAL INTL A,2/11/2018,2018,2,11,1.5,-8.2,-3.4,21.4,0,2.8,0,2.8,30,24,56
MONTREAL INTL A,2/12/2018,2018,2,12,-2.7,-14.2,-8.5,26.5,0,0,0,0,29,26,52
MONTREAL INTL A,2/13/2018,2018,2,13,-6,-19.5,-12.8,30.8,0,0,0,0,29,,<31
MONTREAL INTL A,2/14/2018,2018,2,14,3.6,-12.5,-4.5,22.5,0,0,0,0,29,23,52
MONTREAL INTL A,2/15/2018,2018,2,15,5.2,-6.3,-0.6,18.6,0,1,0,1,25,23,52
MONTREAL INTL A,2/16/2018,2018,2,16,3.4,-11.7,-4.2,22.2,0,0.4,9,9.4,14,29,33
MONTREAL INTL A,2/17/2018,2018,2,17,-2.6,-16.1,-9.4,27.4,0,0,0,0,20,,<31
MONTREAL INTL A,2/18/2018,2018,2,18,2.2,-7.2,-2.5,20.5,0,0,0,0,17,27,33
MONTREAL INTL A,2/19/2018,2018,2,19,5.9,-3,1.5,16.5,0,1.6,0,1.6,16,14,39
MONTREAL INTL A,2/20/2018,2018,2,20,2.3,0.4,1.4,16.6,0,15.2,0,15.2,11,4,33
MONTREAL INTL A,2/21/2018,2018,2,21,8.3,-3.2,2.6,15.4,0,2,0,2,8,28,50
MONTREAL INTL A,2/22/2018,2018,2,22,-3,-8.1,-5.6,23.6,0,0,0,0,4,,<31
MONTREAL INTL A,2/23/2018,2018,2,23,2.5,-8.8,-3.2,21.2,0,4,0.2,4.2,4,14,46
MONTREAL INTL A,2/24/2018,2018,2,24,3.1,-4.7,-0.8,18.8,0,0,0,0,3,26,43
MONTREAL INTL A,2/25/2018,2018,2,25,4.5,-3.5,0.5,17.5,0,2.2,4.2,6.4,3,15,63
MONTREAL INTL A,2/26/2018,2018,2,26,4.5,-2.1,1.2,16.8,0,0,0,0,3,25,57
MONTREAL INTL A,2/27/2018,2018,2,27,7.3,-3.8,1.8,16.2,0,0,0,0,2,23,43
MONTREAL INTL A,2/28/2018,2018,2,28,7.5,0.5,4,14,0,0.2,0,0.2,1,4,43
MONTREAL INTL A,3/1/2018,2018,3,1,2.5,-1.3,0.6,17.4,0,0,0,0,0,3,48
MONTREAL INTL A,3/2/2018,2018,3,2,1.5,-2.2,-0.4,18.4,0,1,0.4,1.4,0,4,63
MONTREAL INTL A,3/3/2018,2018,3,3,5.6,-1.7,2,16,0,0,0,0,0,5,35
MONTREAL INTL A,3/4/2018,2018,3,4,2.7,-1,0.9,17.1,0,0,2.6,2.6,0,0,35
MONTREAL INTL A,3/5/2018,2018,3,5,2.3,-1.6,0.4,17.6,0,0,0.2,0.2,2,4,41
MONTREAL INTL A,3/6/2018,2018,3,6,1.9,-3.4,-0.8,18.8,0,0,0,0,0,4,39
MONTREAL INTL A,3/7/2018,2018,3,7,1.2,-2.5,-0.7,18.7,0,0.8,0.2,1,0,8,41
MONTREAL INTL A,3/8/2018,2018,3,8,-1,-2.3,-1.7,19.7,0,0,5.4,5.4,1,3,46
MONTREAL INTL A,3/9/2018,2018,3,9,1.4,-3.8,-1.2,19.2,0,0,0.8,0.8,4,,<31
MONTREAL INTL A,3/10/2018,2018,3,10,1.6,-5.1,-1.8,19.8,0,0,3,3,3,28,50
MONTREAL INTL A,3/11/2018,2018,3,11,2.2,-2.1,0.1,17.9,0,0,0.4,0.4,5,23,35
MONTREAL INTL A,3/12/2018,2018,3,12,3.7,-1.9,0.9,17.1,0,0,0.2,0.2,0,4,32
MONTREAL INTL A,3/13/2018,2018,3,13,1.7,-1.1,0.3,17.7,0,0,10.4,10.4,2,4,48
MONTREAL INTL A,3/14/2018,2018,3,14,1.3,-0.7,0.3,17.7,0,0,11.2,11.2,13,1,41
MONTREAL INTL A,3/15/2018,2018,3,15,3.1,-3,0.1,17.9,0,0,2.2,2.2,17,28,56
MONTREAL INTL A,3/16/2018,2018,3,16,-3.1,-10,-6.6,24.6,0,0,0,0,15,27,56
MONTREAL INTL A,3/17/2018,2018,3,17,-7.4,-12.9,-10.2,28.2,0,0,0,0,13,33,56
MONTREAL INTL A,3/18/2018,2018,3,18,-6.1,-15.9,-11,29,0,0,0,0,10,23,35
MONTREAL INTL A,3/19/2018,2018,3,19,-3.8,-13.5,-8.7,26.7,0,0,0,0,9,24,41
MONTREAL INTL A,3/20/2018,2018,3,20,-2.1,-13.5,-7.8,25.8,0,0,0,0,9,,<31
MONTREAL INTL A,3/21/2018,2018,3,21,1.5,-10.2,-4.4,22.4,0,0,0,0,9,2,35
MONTREAL INTL A,3/22/2018,2018,3,22,5.5,-3.2,1.2,16.8,0,0,0,0,8,3,39
MONTREAL INTL A,3/23/2018,2018,3,23,4.8,-4.6,0.1,17.9,0,0,0,0,4,1,39
MONTREAL INTL A,3/24/2018,2018,3,24,0.2,-4.1,-2,20,0,0,0.4,0.4,2,34,35
MONTREAL INTL A,3/25/2018,2018,3,25,4.4,-3.5,0.5,17.5,0,0,0,0,2,4,44
MONTREAL INTL A,3/26/2018,2018,3,26,7,-4.7,1.2,16.8,0,0,0,0,1,12,32
MONTREAL INTL A,3/27/2018,2018,3,27,7.8,-4.8,1.5,16.5,0,0.8,0,0.8,,12,48
MONTREAL INTL A,3/28/2018,2018,3,28,6.8,1.5,4.2,13.8,0,1.4,0,1.4,,,<31
MONTREAL INTL A,3/29/2018,2018,3,29,10.2,2.2,6.2,11.8,0,10.4,0,10.4,,5,30
MONTREAL INTL A,3/30/2018,2018,3,30,8.5,-0.6,4,14,0,3,0,3,,29,48
MONTREAL INTL A,3/31/2018,2018,3,31,8.5,-3.2,2.7,15.3,0,0.4,0,0.4,,22,56
MONTREAL INTL A,4/1/2018,2018,4,1,6.7,-1.6,2.6,15.4,0,1,0,1,,27,70
MONTREAL INTL A,4/2/2018,2018,4,2,5.1,-2.8,1.2,16.8,0,0,0,0,,24,43
MONTREAL INTL A,4/3/2018,2018,4,3,7.2,0.1,3.7,14.3,0,0.6,1.6,2.2,1,3,37
MONTREAL INTL A,4/4/2018,2018,4,4,7.4,-7.5,-0.1,18.1,0,20,4.4,24.4,1,22,89
MONTREAL INTL A,4/5/2018,2018,4,5,-2.9,-9.9,-6.4,24.4,0,0,0,0,,26,72
MONTREAL INTL A,4/6/2018,2018,4,6,4.7,-4.4,0.2,17.8,0,0,0.8,0.8,0,17,44
MONTREAL INTL A,4/7/2018,2018,4,7,3.1,-4.2,-0.6,18.6,0,0,0,0,0,24,74
MONTREAL INTL A,4/8/2018,2018,4,8,1.7,-4.8,-1.6,19.6,0,0,0,0,,28,43
MONTREAL INTL A,4/9/2018,2018,4,9,1.5,-7.5,-3,21,0,0,0,0,,24,39
MONTREAL INTL A,4/10/2018,2018,4,10,3.9,-3.1,0.4,17.6,0,0,0,0,,27,32
MONTREAL INTL A,4/11/2018,2018,4,11,7.3,-2,2.7,15.3,0,0.2,0,0.2,,24,44
MONTREAL INTL A,4/12/2018,2018,4,12,9.8,0.6,5.2,12.8,0,6.6,0,6.6,,16,43
MONTREAL INTL A,4/13/2018,2018,4,13,9.2,3.2,6.2,11.8,0,0,0,0,,,<31
MONTREAL INTL A,4/14/2018,2018,4,14,5.6,-4.1,0.8,17.2,0,0,0,0,0,3,52
MONTREAL INTL A,4/15/2018,2018,4,15,0.2,-5.5,-2.7,20.7,0,2.2,0.2,2.4,0,5,56
MONTREAL INTL A,4/16/2018,2018,4,16,3.7,-0.9,1.4,16.6,0,15.4,0,15.4,0,6,63
MONTREAL INTL A,4/17/2018,2018,4,17,3.4,-0.1,1.7,16.3,0,1.4,0.4,1.8,0,24,50
MONTREAL INTL A,4/18/2018,2018,4,18,7.1,-0.1,3.5,14.5,0,0.2,0.6,0.8,1,23,54
MONTREAL INTL A,4/19/2018,2018,4,19,4.9,-0.4,2.3,15.7,0,0.4,0,0.4,,33,46
MONTREAL INTL A,4/20/2018,2018,4,20,8.6,0.8,4.7,13.3,0,0,0,0,,29,46
MONTREAL INTL A,4/21/2018,2018,4,21,12.1,0.2,6.2,11.8,0,0,0,0,,26,44
MONTREAL INTL A,4/22/2018,2018,4,22,14.4,-0.4,7,11,0,0,0,0,,31,33
MONTREAL INTL A,4/23/2018,2018,4,23,18.1,-0.5,8.8,9.2,0,0,0,0,,,<31
MONTREAL INTL A,4/24/2018,2018,4,24,22.1,4,13.1,4.9,0,0,0,0,,21,35
MONTREAL INTL A,4/25/2018,2018,4,25,14.8,10.2,12.5,5.5,0,18.2,0,18.2,,12,33
MONTREAL INTL A,4/26/2018,2018,4,26,11.8,6.7,9.3,8.7,0,6.6,0,6.6,,24,46
MONTREAL INTL A,4/27/2018,2018,4,27,14.4,4.2,9.3,8.7,0,0,0,0,,,<31
MONTREAL INTL A,4/28/2018,2018,4,28,14.5,6.9,10.7,7.3,0,1,0,1,,20,37
MONTREAL INTL A,4/29/2018,2018,4,29,8.1,5,6.6,11.4,0,14,0,14,,,<31
MONTREAL INTL A,4/30/2018,2018,4,30,10.1,6,8.1,9.9,0,11.4,0,11.4,,4,43
MONTREAL INTL A,5/1/2018,2018,5,1,17.4,6.9,12.2,5.8,0,0,0,0,,21,32
MONTREAL INTL A,5/2/2018,2018,5,2,25.6,10.7,18.2,0,0.2,0.2,0,0.2,,23,67
MONTREAL INTL A,5/3/2018,2018,5,3,17.9,11.8,14.9,3.1,0,13.2,0,13.2,,,<31
MONTREAL INTL A,5/4/2018,2018,5,4,18.7,7.9,13.3,4.7,0,5.2,0,5.2,,23,117
MONTREAL INTL A,5/5/2018,2018,5,5,19.6,6.8,13.2,4.8,0,0,0,0,,27,67
MONTREAL INTL A,5/6/2018,2018,5,6,19,9,14,4,0,0,0,0,,3,41
MONTREAL INTL A,5/7/2018,2018,5,7,14.5,4.8,9.7,8.3,0,0,0,0,,3,44
MONTREAL INTL A,5/8/2018,2018,5,8,21.5,6,13.8,4.2,0,0,0,0,,23,35
MONTREAL INTL A,5/9/2018,2018,5,9,26.5,9.5,18,0,0,0,0,0,,16,46
MONTREAL INTL A,5/10/2018,2018,5,10,21.6,7.2,14.4,3.6,0,0.4,0,0.4,,23,70
MONTREAL INTL A,5/11/2018,2018,5,11,12.1,2.9,7.5,10.5,0,0,0,0,,32,43
MONTREAL INTL A,5/12/2018,2018,5,12,17.5,3.8,10.7,7.3,0,0,0,0,,,<31
MONTREAL INTL A,5/13/2018,2018,5,13,22,4.8,13.4,4.6,0,0,0,0,,21,30
MONTREAL INTL A,5/14/2018,2018,5,14,24.7,11.6,18.2,0,0.2,0,0,0,,22,48
MONTREAL INTL A,5/15/2018,2018,5,15,20.4,7,13.7,4.3,0,1.2,0,1.2,,30,43
MONTREAL INTL A,5/16/2018,2018,5,16,22.5,3.6,13.1,4.9,0,0,0,0,,24,39
MONTREAL INTL A,5/17/2018,2018,5,17,18.9,7.8,13.4,4.6,0,0,0,0,,3,41
MONTREAL INTL A,5/18/2018,2018,5,18,16.6,3.6,10.1,7.9,0,0,0,0,,6,32
MONTREAL INTL A,5/19/2018,2018,5,19,20.2,5.5,12.9,5.1,0,5.8,0,5.8,,16,61
MONTREAL INTL A,5/20/2018,2018,5,20,20.4,10.4,15.4,2.6,0,9.2,0,9.2,,27,35
MONTREAL INTL A,5/21/2018,2018,5,21,25.1,7.8,16.5,1.5,0,0,0,0,,27,48
MONTREAL INTL A,5/22/2018,2018,5,22,22.5,10.9,16.7,1.3,0,2.6,0,2.6,,23,39
MONTREAL INTL A,5/23/2018,2018,5,23,24.1,11.1,17.6,0.4,0,0,0,0,,29,57
MONTREAL INTL A,5/24/2018,2018,5,24,23.3,12,17.7,0.3,0,0,0,0,,22,39
MONTREAL INTL A,5/25/2018,2018,5,25,26.3,17,21.7,0,3.7,0.6,0,0.6,,24,57
MONTREAL INTL A,5/26/2018,2018,5,26,23.1,13.5,18.3,0,0.3,7.8,0,7.8,,28,33
MONTREAL INTL A,5/27/2018,2018,5,27,19.4,12.2,15.8,2.2,0,0.4,0,0.4,,15,50
MONTREAL INTL A,5/28/2018,2018,5,28,21.1,13.4,17.3,0.7,0,2,0,2,,,<31
MONTREAL INTL A,5/29/2018,2018,5,29,25.3,13.4,19.4,0,1.4,0,0,0,,1,30
MONTREAL INTL A,5/30/2018,2018,5,30,29.6,10.5,20.1,0,2.1,0,0,0,,11,30
MONTREAL INTL A,5/31/2018,2018,5,31,30.2,19.3,24.8,0,6.8,0.4,0,0.4,,15,33
MONTREAL INTL A,6/1/2018,2018,6,1,29.5,18.6,24.1,0,6.1,0,0,0,,1,52
MONTREAL INTL A,6/2/2018,2018,6,2,24.7,14.7,19.7,0,1.7,0,0,0,,1,46
MONTREAL INTL A,6/3/2018,2018,6,3,25,11.1,18.1,0,0.1,5,0,5,,15,54
MONTREAL INTL A,6/4/2018,2018,6,4,15.9,8.4,12.2,5.8,0,23,0,23,,15,54
MONTREAL INTL A,6/5/2018,2018,6,5,15.4,10.7,13.1,4.9,0,0.6,0,0.6,,23,39
MONTREAL INTL A,6/6/2018,2018,6,6,17.3,11,14.2,3.8,0,0,0,0,,4,32
MONTREAL INTL A,6/7/2018,2018,6,7,21.4,12.9,17.2,0.8,0,0,0,0,,23,46
MONTREAL INTL A,6/8/2018,2018,6,8,22.1,13.7,17.9,0.1,0,0,0,0,,24,33
MONTREAL INTL A,6/9/2018,2018,6,9,23.3,11.9,17.6,0.4,0,0,0,0,,25,52
MONTREAL INTL A,6/10/2018,2018,6,10,20.1,8.6,14.4,3.6,0,0,0,0,,3,30
MONTREAL INTL A,6/11/2018,2018,6,11,22.6,8.7,15.7,2.3,0,0,0,0,,2,30
MONTREAL INTL A,6/12/2018,2018,6,12,27.6,11,19.3,0,1.3,0,0,0,,23,57
MONTREAL INTL A,6/13/2018,2018,6,13,25.2,16.9,21.1,0,3.1,4.6,0,4.6,,22,50
MONTREAL INTL A,6/14/2018,2018,6,14,16.9,12.2,14.6,3.4,0,10.4,0,10.4,,23,50
MONTREAL INTL A,6/15/2018,2018,6,15,25.3,11,18.2,0,0.2,0.2,0,0.2,,24,41
MONTREAL INTL A,6/16/2018,2018,6,16,27.8,14.6,21.2,0,3.2,0,0,0,,28,33
MONTREAL INTL A,6/17/2018,2018,6,17,28.8,16.8,22.8,0,4.8,0.8,0,0.8,,21,33
