Date,Day,Henry USD/MMBtu,AECO 5A USD/MMBtu,AECO 5A Cad/GJ,Township,Air Temp. Min. (°C),Air Temp. Max. (°C),Precip. (mm),Wind Speed 10 m Avg. (km/h),Township,Air Temp. Min. (°C),Air Temp. Max. (°C),Precip. (mm),Wind Speed 10 m Avg. (km/h)
2/23/2023,Thursday,2.075,2.2607,2.907,T024R01W5,-30.26,-25.72,0,7.29,T052R24W4,-25.84,-18.26,0.42,5.11
2/24/2023,Friday,2.185,2.0527,2.6496,T024R01W5,-29.39,-13.52,0,11.37,T052R24W4,-29.19,-20.37,0,10.46
2/25/2023,Saturday,2.345,2.0527,2.6496,T024R01W5,-19.31,-6.45,0,7.12,T052R24W4,-21.4,-6.61,0,8.79
2/26/2023,Sunday,2.345,2.0527,2.6496,T024R01W5,-13.52,-0.03,0,8.36,T052R24W4,-15.34,-7.73,0,7.18
2/27/2023,Monday,2.345,2.1996,2.8303,T024R01W5,-13.22,-3.37,0,9.68,T052R24W4,-13.61,-2.81,0,7.4
2/28/2023,Tuesday,2.56,2.2744,2.935,T024R01W5,-14,-9.05,3.27,7.11,T052R24W4,-15.38,-9.95,0.94,10.61
3/1/2023,Wednesday,2.51,2.3477,3.0254,T024R01W5,-14.22,-2.9,0,9.32,T052R24W4,-13.05,-6.7,0.29,9.21
3/2/2023,Thursday,2.59,2.4392,3.148,T024R01W5,-5.41,4.1,0,23.4,T052R24W4,-8.44,6.95,0,11.77
3/3/2023,Friday,2.675,2.5692,3.314,T024R01W5,-9.29,-0.11,0.25,18.85,T052R24W4,-8.45,1.62,0,10.1
3/4/2023,Saturday,2.665,2.5692,3.314,T024R01W5,-15.22,-5.78,0.25,10.39,T052R24W4,-13.88,-7.47,0,9.59
3/5/2023,Sunday,2.665,2.5692,3.314,T024R01W5,-17.76,-10.05,2.03,11.5,T052R24W4,-17.73,-11.84,0.57,8.72
3/6/2023,Monday,2.665,2.4881,3.2089,T024R01W5,-20.93,-15.39,0,7.35,T052R24W4,-17.6,-13.91,0.57,13.89
3/7/2023,Tuesday,2.46,2.4402,3.177,T024R01W5,-19.53,-12.29,0,8.81,T052R24W4,-17.7,-9.66,0.1,13.92
3/8/2023,Wednesday,2.52,2.5524,3.3346,T024R01W5,-15.99,-13.43,0,8.87,T052R24W4,-20.14,-13.5,0.1,12.27
3/9/2023,Thursday,2.495,2.4469,3.1954,T024R01W5,-20.06,-12.54,0,12.94,T052R24W4,-18.99,-11.3,0,15.03
3/10/2023,Friday,2.505,2.369133333,3.099833333,T024R01W5,-21.18,-11.61,1.4,10.52,T052R24W4,-17.1,-8.98,0.19,11.09
3/11/2023,Saturday,2.375,2.369133333,3.099833333,T024R01W5,-17.41,-9.95,0.13,11.15,T052R24W4,-17.72,-4.64,0.19,5.12
3/12/2023,Sunday,2.375,2.369133333,3.099833333,T024R01W5,-18.73,-10.69,0,6.77,T052R24W4,-16.84,-6.42,0.1,10.85
3/13/2023,Monday,2.375,2.5213,3.2718,T024R01W5,-17.76,-0.15,0,6.86,T052R24W4,-16.1,-7.14,0,9.92
3/14/2023,Tuesday,2.445,2.4874,3.2243,T024R01W5,-11.16,1.38,0.38,14.18,T052R24W4,-11.2,2.15,0,9.6
3/15/2023,Wednesday,2.63,2.3375,3.0576,T024R01W5,-13.25,1,0,8.6,T052R24W4,-14.84,0.93,0.19,5.17
3/16/2023,Thursday,2.44,2.2249,2.9019,T024R01W5,-10.13,2.05,0,9.07,T052R24W4,-9.27,5.09,0,7.95
3/17/2023,Friday,2.445,2.2503,2.9334,T024R01W5,-12.69,2.45,0,9.43,T052R24W4,-10.51,5.83,0,9.49
3/18/2023,Saturday,2.41,2.2503,2.9334,T024R01W5,-8.99,4.24,0,7.11,T052R24W4,-11.52,7.97,0,4.94
3/19/2023,Sunday,2.41,2.2503,2.9334,T024R01W5,-9.54,4.67,0,7.28,T052R24W4,-8.39,6.82,0,5.53
3/20/2023,Monday,2.41,2.1623,2.8048,T024R01W5,-10.19,2.84,0,6.01,T052R24W4,-10.39,6.18,0,5.48
3/21/2023,Tuesday,2.165,2.0585,2.6789,T024R01W5,-8.87,-1.17,0,10.59,T052R24W4,-9.7,-2.06,0,8.89
3/22/2023,Wednesday,1.925,2.089,2.7172,T024R01W5,-10.61,8.4,0,10.18,T052R24W4,-11.6,9.41,0,8.5
3/23/2023,Thursday,2.035,2.101,2.7201,T024R01W5,-7.2,7.72,0,8.51,T052R24W4,-6.57,10.82,0,5.17
3/24/2023,Friday,2.075,2.1499,2.8041,T024R01W5,-7.01,1.67,0,15.41,T052R24W4,-5.28,2.3,0,9.43
3/25/2023,Saturday,2.045,2.1499,2.8041,T024R01W5,-8.37,3.78,0,9.35,T052R24W4,-6.8,4.09,0.48,7.34
3/26/2023,Sunday,2.045,2.1499,2.8041,T024R01W5,-5.25,0,0,10.85,T052R24W4,-5.99,0.75,0.19,10.65
3/27/2023,Monday,2.045,2.0963,2.7195,T024R01W5,-9.56,-3.34,1.52,9.81,T052R24W4,-11.63,-4.19,0,8.35
3/28/2023,Tuesday,2.035,2.1357,2.756,T024R01W5,-12.21,-1.15,0,8.67,T052R24W4,-13.02,3.07,0,7.46
3/29/2023,Wednesday,2.015,1.9974,2.5702,T024R01W5,-10.04,6.31,0,8.92,T052R24W4,-7.63,7.76,0,7.87
3/30/2023,Thursday,1.945,1.9964,2.5615,T024R01W5,-6.28,1.61,0,11.3,T052R24W4,-3.15,2.62,0.19,13.77
3/31/2023,Friday,1.95,2.0003,2.5648,T024R01W5,-6.98,10.66,0,13.63,T052R24W4,-6.57,4.01,0,8.69
4/1/2023,Saturday,2.095,2.0003,2.5648,T024R01W5,-0.08,8.11,0,11.32,T052R24W4,-3.73,6.36,0,5.55
4/2/2023,Sunday,2.095,2.0003,2.5648,T024R01W5,-2.37,3.47,0,18.96,T052R24W4,-2.5,5.19,0.19,8.21
4/3/2023,Monday,2.095,2.1181,2.6969,T024R01W5,-5.61,1.18,0,11.28,T052R24W4,-1.84,4.21,0,6.71
4/4/2023,Tuesday,2.09,2.0111,2.5644,T024R01W5,-8.37,0.91,0.09,9.49,T052R24W4,-5.25,5.32,0,8.62
4/5/2023,Wednesday,2.125,2.0446,2.6075,T024R01W5,-9.23,4.69,0,10.55,T052R24W4,-4.57,6.1,0,8.5
4/6/2023,Thursday,2.17,1.9371,2.4741,T024R01W5,-5.92,8.01,0,11.52,T052R24W4,-4.43,7.12,0,17.83
4/7/2023,Friday,2.175,1.9371,2.4741,T024R01W5,-3.44,16.71,0,12,T052R24W4,-3.11,11.7,0,15.48
4/8/2023,Saturday,2.175,1.9371,2.4741,T024R01W5,2.5,13.56,0,18.79,T052R24W4,0.12,17.3,0,8.87
4/9/2023,Sunday,2.175,1.9371,2.4741,T024R01W5,1.71,18.09,0,15.91,T052R24W4,0.08,18.35,0,14.22
4/10/2023,Monday,2.175,1.8261,2.3427,T024R01W5,1.43,12.68,0.28,16.25,T052R24W4,3.74,12.35,0,13.63
4/11/2023,Tuesday,2.155,1.9018,2.4303,T024R01W5,-1.35,7.5,0,15.17,T052R24W4,0.98,6.51,11.84,8.46
4/12/2023,Wednesday,2.19,1.9434,2.4778,T024R01W5,-5.12,6.65,0.65,9.16,T052R24W4,-1.52,10.63,0.09,9.43
4/13/2023,Thursday,2.205,1.7731,2.2429,T024R01W5,-6.03,7.74,0,8.4,T052R24W4,-3,11.58,0,7.86
4/14/2023,Friday,1.995,1.6261,2.0622,T024R01W5,-6.4,8.46,0,8.47,T052R24W4,-2.89,9.4,0,6.36
4/15/2023,Saturday,1.87,1.6261,2.0622,T024R01W5,-4.68,12.89,0,9.8,T052R24W4,-3.76,13.66,0,10.16
4/16/2023,Sunday,1.87,1.6261,2.0622,T024R01W5,1.72,16.97,0,13.99,T052R24W4,0.38,17.46,0.09,11.51
4/17/2023,Monday,1.87,1.9139,2.432,T024R01W5,-2.13,9.71,0,21.4,T052R24W4,2.13,12.63,4.29,15.3
4/18/2023,Tuesday,2.21,1.9431,2.4664,T024R01W5,-7.87,11.49,0,10.65,T052R24W4,-2.43,13.07,0,6.76
4/19/2023,Wednesday,2.22,1.8414,2.3484,T024R01W5,-2.37,6.27,0,10.32,T052R24W4,0.35,8.73,0,13.08
4/20/2023,Thursday,2.195,1.9215,2.4515,T024R01W5,-4.52,2.03,0.46,9,T052R24W4,-1.86,5.31,0,10.06
4/21/2023,Friday,2.18,1.8552,2.38,T024R01W5,-4.05,0.16,0.56,11.15,T052R24W4,-4.25,3.62,0,8.51
4/22/2023,Saturday,2.19,1.8552,2.38,T024R01W5,-6.35,11.6,0,11.94,T052R24W4,-1.12,11.38,0,15.54
4/23/2023,Sunday,2.19,1.8552,2.38,T024R01W5,-2.64,15.71,0,12.29,T052R24W4,1.46,16.14,0,21.27
4/24/2023,Monday,2.19,1.9344,2.4834,T024R01W5,3.17,15.55,0,11.81,T052R24W4,4.66,15.61,0,12.78
4/25/2023,Tuesday,2.195,1.9906,2.5712,T024R01W5,1.04,15.7,0,15.12,T052R24W4,3.22,16.18,0.65,12.53
4/26/2023,Wednesday,2.21,1.7919,2.3101,T024R01W5,-1.8,18.02,0,16.96,T052R24W4,0.93,14.69,3.26,10.64
4/27/2023,Thursday,2.185,1.7335,2.2364,T024R01W5,0.45,14.86,3.81,16.56,T052R24W4,3.47,15.58,0,16.6
4/28/2023,Friday,2.165,1.5903,2.0432,T024R01W5,4.19,20.72,0,11,T052R24W4,9,18.89,0,15.93
4/29/2023,Saturday,2.165,1.5903,2.0432,T024R01W5,2.23,21.55,0,14.35,T052R24W4,5.52,20.31,0,13.97
4/30/2023,Sunday,2.165,1.5903,2.0432,T024R01W5,2.47,23.92,0,12.89,T052R24W4,6.46,24.12,0,23.18
5/1/2023,Monday,2.28,1.7114,2.1971,T024R01W5,6.03,25.84,0,14.69,T052R24W4,8.67,29.23,0,18.7
5/2/2023,Tuesday,2.21,1.6626,2.1481,T024R01W5,6.61,24.58,0,12.09,T052R24W4,11.18,23.96,0,11.12
5/3/2023,Wednesday,2.1,1.5138,1.9535,T024R01W5,5.6,27.35,0,11.67,T052R24W4,12.72,30.46,0,14.64
5/4/2023,Thursday,2.025,1.5319,1.9706,T024R01W5,7.31,27.61,0,13.19,T052R24W4,11.16,30.88,0,12.06
5/5/2023,Friday,1.935,1.6917,2.152,T024R01W5,6.4,23.25,0,15.76,T052R24W4,12.88,24.42,0,22.04
5/6/2023,Saturday,1.85,1.6917,2.152,T024R01W5,4.11,11.91,0.19,10.22,T052R24W4,7.93,18.16,0,22.09
5/7/2023,Sunday,1.85,1.6917,2.152,T024R01W5,3.85,17.4,0,10.9,T052R24W4,7.63,17.04,0.2,19.34
5/8/2023,Monday,1.85,2.1921,2.7755,T024R01W5,6.41,14.26,6.57,9.13,T052R24W4,9.15,18.34,5.24,6.37
5/9/2023,Tuesday,2.125,1.7603,2.2359,T024R01W5,5.44,14.27,0,11.16,T052R24W4,8.17,19.41,0,4.85
5/10/2023,Wednesday,2.215,1.6415,2.0811,T024R01W5,5.71,14.69,0,8.73,T052R24W4,6.35,20.17,0,6.07
5/11/2023,Thursday,2.12,1.6974,2.1703,T024R01W5,2.56,19.12,0.56,8.48,T052R24W4,5.88,20.41,1.51,5.26
5/12/2023,Friday,2.06,1.7251,2.214,T024R01W5,3.09,20.98,0,7.85,T052R24W4,5.88,24.03,0,6
5/13/2023,Saturday,1.975,1.7251,2.214,T024R01W5,6.19,23.39,0,13.66,T052R24W4,11.17,27.6,0,13.37
5/14/2023,Sunday,1.975,1.7251,2.214,T024R01W5,7.78,22.26,0,21.37,T052R24W4,12.82,28.32,0,15.5
5/15/2023,Monday,1.975,2.0217,2.5839,T024R01W5,9.41,27.09,0,15.61,T052R24W4,13.76,29.77,0,14.82
5/16/2023,Tuesday,2.245,2.3625,3.0133,T024R01W5,10.97,19.93,0,20.44,T052R24W4,12.28,21.9,0,17.46
5/17/2023,Wednesday,2.3,1.984,2.5353,T024R01W5,7.92,18.57,0,10.24,T052R24W4,5.83,20.64,0,13.75
5/18/2023,Thursday,2.25,1.8926,2.4225,T024R01W5,2.67,20.5,0,11.2,T052R24W4,3.7,20.07,0,12.79
5/19/2023,Friday,2.295,2.0641,2.643,T024R01W5,5.16,29.4,0,12.16,T052R24W4,9.51,26.84,0,11.23
5/20/2023,Saturday,2.385,2.0641,2.643,T024R01W5,10.75,27.03,0,10.04,T052R24W4,9.84,23.42,0,6.38
5/21/2023,Sunday,2.385,2.0641,2.643,T024R01W5,10.56,27.88,0,9.29,T052R24W4,12.97,28.55,0,10.6
5/22/2023,Monday,2.385,2.0641,2.643,T024R01W5,9.16,22.45,15.86,12.53,T052R24W4,13.22,22.6,0,11.62
5/23/2023,Tuesday,2.3,1.7001,2.1732,T024R01W5,5.28,21.49,0,11.78,T052R24W4,10.95,20.57,9.07,16.04
5/24/2023,Wednesday,2.215,1.7169,2.2119,T024R01W5,6.84,19.4,0,9.72,T052R24W4,6.6,20.16,0,11.36
5/25/2023,Thursday,2.24,1.7269,2.2324,T024R01W5,8.93,17.5,0,14.7,T052R24W4,9.07,18.87,0,9.81
5/26/2023,Friday,2.215,1.6847,2.1761,T024R01W5,4.64,21.4,0,6.92,T052R24W4,6.49,23.03,0,8.08
5/27/2023,Saturday,1.88,1.6847,2.1761,T024R01W5,6.65,23.74,0,12.03,T052R24W4,9.69,26.86,0,8.65
5/28/2023,Sunday,1.88,1.6847,2.1761,T024R01W5,7.37,25.74,0.28,10.5,T052R24W4,11.8,27.8,0.1,8.41
5/29/2023,Monday,1.88,1.6629,2.14795,T024R01W5,9.11,25.81,0,10.53,T052R24W4,10.1,25.94,2.02,10.21
5/30/2023,Tuesday,1.88,1.5414,1.9864,T024R01W5,10.81,25.22,0,10.54,T052R24W4,12.04,25.68,2.92,11.85
5/31/2023,Wednesday,2.1,1.5921,2.0508,T024R01W5,9.65,24.42,0,15.24,T052R24W4,9.85,22.49,12.81,10.19
6/1/2023,Thursday,2.1,1.5631,1.9916,T024R01W5,6.68,12.87,0,22.6,T052R24W4,11.82,15.56,1.4,11.73
6/2/2023,Friday,1.77,1.6026,2.041633333,T024R01W5,3.66,21.25,0,7.89,T052R24W4,8.89,23.76,0,7.38
6/3/2023,Saturday,1.72,1.6026,2.041633333,T024R01W5,7.71,24,0,8.71,T052R24W4,10.39,24.15,0,8.33
6/4/2023,Sunday,1.72,1.6026,2.041633333,T024R01W5,9.33,28.94,0,11.3,T052R24W4,15.27,28.8,0,9.01
6/5/2023,Monday,1.72,1.7637,2.2439,T024R01W5,12.33,25.12,0,16.77,T052R24W4,12,22.48,0,16.97
6/6/2023,Tuesday,1.955,1.5942,2.0257,T024R01W5,9.01,22.92,0,15.79,T052R24W4,6.37,24.16,0,7.69
6/7/2023,Wednesday,1.97,1.6524,2.0935,T024R01W5,8.61,28.85,0,8.03,T052R24W4,12.5,29.13,0,9.21
6/8/2023,Thursday,2.11,1.7514,2.2213,T024R01W5,10.72,29.77,0,9.88,T052R24W4,11.8,29.93,0,13.14
6/9/2023,Friday,2.075,1.7378,2.1982,T024R01W5,12.83,27.7,0,12.33,T052R24W4,16.87,30.46,0,18.1
6/10/2023,Saturday,1.86,1.7378,2.1982,T024R01W5,10.19,27.26,0,15.3,T052R24W4,15.94,28.85,0,19.68
6/11/2023,Sunday,1.86,1.7378,2.1982,T024R01W5,13.59,22.29,0,19.18,T052R24W4,16.82,26.49,0,11.93
6/12/2023,Monday,1.86,1.8553,2.3528,T024R01W5,13.21,26.89,0,9.62,T052R24W4,13.44,28.84,0,5.86
6/13/2023,Tuesday,1.95,2.0459,2.579,T024R01W5,13.2,29.91,6.07,12.53,T052R24W4,15.75,31.71,9.99,16.3
6/14/2023,Wednesday,2.025,1.8731,2.3586,T024R01W5,5.62,16.48,24.81,26.82,T052R24W4,10.29,16.1,18.19,21.41
6/15/2023,Thursday,2.08,1.8406,2.3097,T024R01W5,5.81,17.32,9.88,22.72,T052R24W4,9.26,18.66,37.47,18.87
6/16/2023,Friday,2.17,1.8359,2.2963,T024R01W5,6.92,24.75,0,15.17,T052R24W4,9.15,22.87,1.7,9.97
6/17/2023,Saturday,2.135,1.8359,2.2963,T024R01W5,8.64,23.15,0,13.72,T052R24W4,8.16,16.95,5.9,6.25
6/18/2023,Sunday,2.135,1.8359,2.2963,T024R01W5,7.49,12.46,1.96,14.4,T052R24W4,10.42,12.04,43.97,13.43
6/19/2023,Monday,2.135,1.8359,2.2963,T024R01W5,5.11,13.82,1.85,18.56,T052R24W4,7.65,12.89,11.09,16.36
6/20/2023,Tuesday,2.135,2.0283,2.547,T024R01W5,5.02,7.08,12.46,22.15,T052R24W4,8.57,11.03,15.39,12.06
6/21/2023,Wednesday,2.39,1.8675,2.333,T024R01W5,4.03,16.92,2.99,11.44,T052R24W4,4.44,19.05,0,7.47
6/22/2023,Thursday,2.23,1.9976,2.4929,T024R01W5,3.59,20.31,0,9.73,T052R24W4,7.04,21.68,0,7.6
6/23/2023,Friday,2.295,1.9299,2.4144,T024R01W5,5.85,23.02,0,9.58,T052R24W4,13.77,23.82,0,6.36
6/24/2023,Saturday,2.235,1.9299,2.4144,T024R01W5,8.41,25.26,0,10.98,T052R24W4,12.21,26.69,0.1,6.16
6/25/2023,Sunday,2.235,1.9299,2.4144,T024R01W5,9.89,20.47,0,15.56,T052R24W4,15.17,21.77,2.1,11.47
6/26/2023,Monday,2.235,1.9602,2.4427,T024R01W5,10.03,24.7,0,6.73,T052R24W4,12.21,26.66,0,5.95
6/27/2023,Tuesday,2.615,2.1287,2.6582,T024R01W5,10.65,25.55,0.93,9.12,T052R24W4,13.48,26.36,0,6.2
6/28/2023,Wednesday,2.69,2.001,2.513,T024R01W5,10.54,26.5,1.34,8.38,T052R24W4,13.66,27.39,0,7.07
6/29/2023,Thursday,2.7,1.9961,2.5065,T024R01W5,10.32,28.8,1.85,8.38,T052R24W4,16.26,27.66,0,8.48
6/30/2023,Friday,2.5,1.9394,2.4334,T024R01W5,14.98,27.47,0,9.69,T052R24W4,16.25,27.34,0,5.96
7/1/2023,Saturday,2.515,1.9394,2.4334,T024R01W5,12.82,29.87,0,15.77,T052R24W4,13.2,21.38,7.54,12.13
7/2/2023,Sunday,2.515,1.9394,2.4334,T024R01W5,7.67,19.61,0.6,12.92,T052R24W4,8.64,14.55,0.6,19.73
7/3/2023,Monday,2.515,1.9394,2.4334,T024R01W5,6.44,19.2,0,17.62,T052R24W4,11.37,16.82,2.01,14.61
7/4/2023,Tuesday,2.515,1.9394,2.4334,T024R01W5,6.17,19.9,18.62,7.77,T052R24W4,9.31,21.22,0,7.38
7/5/2023,Wednesday,2.515,1.9893,2.5027,T024R01W5,6.65,24.37,0,6.74,T052R24W4,10.54,25.19,0,6.92
7/6/2023,Thursday,2.64,2.0247,2.5632,T024R01W5,11.67,23.72,2.98,10.76,T052R24W4,11.33,25.35,0,6.51
7/7/2023,Friday,2.515,1.8954,2.387,T024R01W5,11.46,23.49,0,7.02,T052R24W4,12,24.71,0,6.66
7/8/2023,Saturday,2.485,1.8954,2.387,T024R01W5,9.2,27.01,0,6.38,T052R24W4,13.17,27.42,0,5.92
7/9/2023,Sunday,2.485,1.8954,2.387,T024R01W5,11.63,29.75,4.42,10.21,T052R24W4,14.79,29.6,0,6.1
7/10/2023,Monday,2.485,2.0593,2.5921,T024R01W5,11.84,27.37,0.96,10.98,T052R24W4,15.03,21.52,1.11,10.71
7/11/2023,Tuesday,2.57,1.9274,2.4203,T024R01W5,12.28,19.32,1.07,9.41,T052R24W4,13.11,21.85,0.5,8.25
7/12/2023,Wednesday,2.59,1.8695,2.3355,T024R01W5,10.91,22.99,0,10.62,T052R24W4,11.43,25.7,0,8.65
7/13/2023,Thursday,2.55,1.9824,2.4668,T024R01W5,13.13,22.26,0,13.91,T052R24W4,14.98,24.74,0.2,10.07
7/14/2023,Friday,2.5,1.6732,2.0938,T024R01W5,12.47,22.77,0,11.36,T052R24W4,14.71,23.53,0,9.43
7/15/2023,Saturday,2.49,1.6732,2.0938,T024R01W5,12.08,25.29,1.19,9.27,T052R24W4,11.86,24.13,0,4.97
7/16/2023,Sunday,2.49,1.6732,2.0938,T024R01W5,12.43,26.64,0,12.72,T052R24W4,13.69,25.23,3.82,10.78
7/17/2023,Monday,2.49,1.8912,2.3614,T024R01W5,9.86,21.75,8.48,12.93,T052R24W4,14.32,22.39,4.63,12.35
7/18/2023,Tuesday,2.43,1.9994,2.4975,T024R01W5,8.52,22.56,0,12.17,T052R24W4,13.12,20.59,23.84,18.55
7/19/2023,Wednesday,2.52,1.8937,2.3623,T024R01W5,9.75,23.93,0,9.1,T052R24W4,11.62,24.67,0.1,6.96
7/20/2023,Thursday,2.51,1.8703,2.3371,T024R01W5,10.95,27.35,0,8.76,T052R24W4,12.21,26.77,0,5.48
7/21/2023,Friday,2.615,1.7779,2.2275,T024R01W5,11.88,29.3,1.31,6.99,T052R24W4,12.86,27.88,0.1,6.58
7/22/2023,Saturday,2.605,1.7779,2.2275,T024R01W5,13.25,30.39,0,7.58,T052R24W4,17.19,28.79,0.1,8.21
7/23/2023,Sunday,2.605,1.7779,2.2275,T024R01W5,14.41,28.86,0,13.75,T052R24W4,15.68,26,1.51,9.64
7/24/2023,Monday,2.605,2.0355,2.5382,T024R01W5,13.99,34.61,0,15.1,T052R24W4,16.14,26.68,32.49,12.71
7/25/2023,Tuesday,2.67,1.9973,2.4952,T024R01W5,12.53,25.61,0,16.18,T052R24W4,13.9,22.61,0,13.14
7/26/2023,Wednesday,2.65,1.918,2.4034,T024R01W5,9.2,23.85,0,17.61,T052R24W4,11.02,14.83,16.9,13.17
7/27/2023,Thursday,2.605,1.7991,2.2502,T024R01W5,8.23,18.51,3.1,11.13,T052R24W4,9.89,15.51,1.21,9.47
7/28/2023,Friday,2.48,1.7298,2.1687,T024R01W5,9.17,14.32,6.69,9.59,T052R24W4,8.13,18.69,0.2,4.79
7/29/2023,Saturday,2.515,1.7298,2.1687,T024R01W5,9.7,24.73,0,9.75,T052R24W4,7.57,21.21,0,9.12
7/30/2023,Sunday,2.515,1.7298,2.1687,T024R01W5,10.82,31.59,0.48,10.59,T052R24W4,13.3,26.36,20.62,12.41
7/31/2023,Monday,2.515,1.9896,2.4819,T024R01W5,11.23,27.95,0,8.8,T052R24W4,12.08,24.9,0,7.02
8/1/2023,Tuesday,2.57,1.9422,2.4469,T024R01W5,11.97,26.69,0,11.06,T052R24W4,10.72,25.03,0,5.81
8/2/2023,Wednesday,2.49,1.9585,2.4751,T024R01W5,10.95,29.39,0,9.38,T052R24W4,14.44,23.8,0.85,11.42
8/3/2023,Thursday,2.43,1.9257,2.4353,T024R01W5,13.56,23.14,0,18.72,T052R24W4,13.39,22.79,0,12.87
8/4/2023,Friday,2.47,1.9547,2.4713,T024R01W5,14.04,25.31,0,11.66,T052R24W4,9.44,24.13,0,6.62
8/5/2023,Saturday,2.525,1.9547,2.4713,T024R01W5,11.72,23.5,0,7.14,T052R24W4,11.13,24.06,0,5.07
8/6/2023,Sunday,2.525,1.9547,2.4713,T024R01W5,10.32,27.44,0,9.11,T052R24W4,10.75,25.39,0,4.8
8/7/2023,Monday,2.525,1.9547,2.4713,T024R01W5,10.48,26.05,6.76,9.83,T052R24W4,11.77,26.23,2.46,5.37
8/8/2023,Tuesday,2.65,2.146,2.7372,T024R01W5,12.02,24.91,1.79,9.75,T052R24W4,13.54,19.69,25.7,9.69
8/9/2023,Wednesday,2.77,2.3349,2.9754,T024R01W5,12.24,25.14,0,11.76,T052R24W4,13.03,21.62,13.13,11.83
8/10/2023,Thursday,2.91,2.327,2.9565,T024R01W5,10.15,24.48,0,10.08,T052R24W4,11.01,21.5,0.09,16.17
8/11/2023,Friday,2.81,2.2648,2.8844,T024R01W5,7.23,23.72,0,7.85,T052R24W4,13.48,22.23,0,12.78
8/12/2023,Saturday,2.625,2.2648,2.8844,T024R01W5,12.05,22.26,2.88,9.97,T052R24W4,13.24,23.25,0.09,12.4
8/13/2023,Sunday,2.625,2.2648,2.8844,T024R01W5,8.55,28.23,0,6.15,T052R24W4,11.95,29.01,0,8.94
8/14/2023,Monday,2.625,2.3096,2.9447,T024R01W5,12.72,32.47,0,10.38,T052R24W4,14.97,27.06,0,6.93
8/15/2023,Tuesday,2.735,2.0827,2.6597,T024R01W5,13.34,33.66,0,12.75,T052R24W4,16.02,28.88,0.19,12.67
8/16/2023,Wednesday,2.655,1.9714,2.5257,T024R01W5,12.9,27.68,0,8.84,T052R24W4,12.06,24.65,0,9.12
8/17/2023,Thursday,2.545,2.0168,2.5853,T024R01W5,12.92,33.78,0,10.86,T052R24W4,13.47,30.08,7.18,8.74
8/18/2023,Friday,2.555,1.9186,2.4658,T024R01W5,6.39,26.01,2.29,19.46,T052R24W4,9.91,14.7,28.06,12.12
8/19/2023,Saturday,2.45,1.9186,2.4658,T024R01W5,4.8,16.63,0,9.33,T052R24W4,7.14,16.57,0,9.07
8/20/2023,Sunday,2.45,1.9186,2.4658,T024R01W5,4.72,19.98,0,11.27,T052R24W4,6.46,19.04,0,9.33
8/21/2023,Monday,2.45,2.0292,2.6093,T024R01W5,7.14,17.76,0.7,7.42,T052R24W4,7.71,19.99,0,10.72
8/22/2023,Tuesday,2.575,2.0281,2.6044,T024R01W5,12.92,19.4,4.38,8.4,T052R24W4,15.31,17.98,0,9.7
8/23/2023,Wednesday,2.605,1.9756,2.5359,T024R01W5,10.61,22.45,0.8,14.43,T052R24W4,12.21,16.85,9.64,10.61
8/24/2023,Thursday,2.59,1.8757,2.4116,T024R01W5,6.6,18.62,0,16.3,T052R24W4,11.65,20.09,0.66,10.57
8/25/2023,Friday,2.425,1.879,2.4274,T024R01W5,7.92,22.7,0,12.82,T052R24W4,9.47,22.57,0,9.32
8/26/2023,Saturday,2.465,1.879,2.4274,T024R01W5,10.54,26.9,0,8.23,T052R24W4,10.5,26.03,0,7.2
8/27/2023,Sunday,2.465,1.879,2.4274,T024R01W5,11.06,27.28,0,6.92,T052R24W4,12.23,26.99,0,6.19
8/28/2023,Monday,2.465,2.0169,2.5998,T024R01W5,10.53,30.32,0,6.76,T052R24W4,12.46,29.1,0.09,5.67
8/29/2023,Tuesday,2.585,2.0514,2.6425,T024R01W5,10.74,30.74,0,9.27,T052R24W4,12.66,32.2,0,7.69
8/30/2023,Wednesday,2.5,2.03,2.6012,T024R01W5,13.05,23.37,0.3,19.17,T052R24W4,14.22,27.78,0,7.98
8/31/2023,Thursday,2.49,1.9629,2.5192,T024R01W5,13.33,18.51,22.97,16.23,T052R24W4,14.46,21.84,5.2,10.87
9/1/2023,Friday,2.565,1.8705,2.4082,T024R01W5,13.06,24.03,0,11.94,T052R24W4,13.11,24.12,0,9.95
9/2/2023,Saturday,2.66,1.8705,2.4082,T024R01W5,14.68,27.73,0,9.85,T052R24W4,12.71,24.08,0,9.38
9/3/2023,Sunday,2.66,1.8705,2.4082,T024R01W5,9.87,20.9,0,12.73,T052R24W4,9.05,16.22,0,7.25
9/4/2023,Monday,2.66,1.8705,2.4082,T024R01W5,8.07,11.7,5.71,7.85,T052R24W4,6.24,13.77,0.5,7.97
9/5/2023,Tuesday,2.66,1.844,2.3786,T024R01W5,7.83,22.04,0.2,15.39,T052R24W4,5.03,16.55,4.62,12.58
9/6/2023,Wednesday,2.6,1.8548,2.4007,T024R01W5,7.56,16.85,1.4,8.81,T052R24W4,4.7,18.93,0.3,4.54
9/7/2023,Thursday,2.485,1.8397,2.3857,T024R01W5,4.92,19.08,0,8.46,T052R24W4,9.18,19,0.4,7.43
9/8/2023,Friday,2.445,1.883,2.4315,T024R01W5,6.62,18.25,0,7.36,T052R24W4,7.5,22.38,0,3.78
