Date,Henry USD/MMBtu,AECO 5A USD/MMBtu,AECO 5A Cad/GJ,Electricity_Daily_Average,Electricity_Daily_On_Peak_Average,Electricity_Daily_Off_Peak_Average,Electricity_30Ravg Average,Electricity_30Ravg_On_Peak_Average,Electricity_30Ravg_ Off_Peak_Average,Measured Receipts Volume (103M3),NGTL_Storage_Receipts_Volume_(103M3),NGTL_Gordondale_Receipts_Volume_(103M3),NGTL_Groundbirch_East_Receipts_Volume_(103M3),NGTL_Intra_Provincial_Deliveries_Volume_(103M3),NGTL_Border_Deliveries_Volume_(103M3),NGTL_Empress_Deliveries_Volume_(103M3),NGTL_ABC_Deliveries_Volume_(103M3),NGTL_McNeil_Deliveries_Volume_(103M3),NGTL_Gordondale_Deliveries_Volume_(103M3),NGTL_Storage_Deliveries_Volume_(103M3)
2/6/2023,2.395,2.0533,2.6162,60.23,57.02,66.65,117.5,135.65,81.2,418669.6,18325.7,2836.1,3870.5,190583.7,212397.6,105143.1,79083.1,19539,0,6872
2/7/2023,2.185,2.1429,2.7296,57.36,61.77,48.55,116.63,134.85,80.17,425716.1,20483.8,2220.3,2392.7,189714.9,215496.9,107399,79845.2,20057.8,0,5728.2
2/8/2023,2.35,2.1125,2.6891,126.84,167.89,44.75,115.23,133.21,79.28,425285.8,20876.8,1916.4,2234,197028.6,219075.7,109425.5,80568.2,21328.1,0,6741.7
2/9/2023,2.415,2.0377,2.5938,61.2,70.01,43.59,107.76,123.59,76.11,423004,16367,2587,2069,199753.5,207844.8,108258.8,74201.5,17808.7,0,12709.4
2/10/2023,2.4,2.0032,2.537,66.65,63.17,73.62,100.82,115.1,72.25,422668.7,14917.3,2899.5,2473.4,201477,207754.4,108300.7,73899.6,17765.5,0,18883.3
2/11/2023,2.37,2.0032,2.537,63.3,61.43,67.05,99.43,114.41,69.48,419743.7,15307.8,3114.4,4192.8,195067,215257.8,108029.4,78797.7,20354.4,0,14284.9
2/12/2023,2.37,2.0032,2.537,69.44,47.79,112.74,98.55,112.43,70.77,423418.3,15462.8,3521.6,4487.1,189397.4,218058.9,109084.5,80494,20471.4,0,10744.7
2/13/2023,2.37,2.0501,2.5939,202.2,252.03,102.55,101.88,117.23,71.18,426439,15286.4,3059.6,4142.8,201001.3,214202.5,108525.5,77290.6,20571.1,0,8875.5
2/14/2023,2.4,2.1237,2.6907,184.37,232.44,88.24,99.13,113.42,70.55,431018.6,20144.2,3483.1,4195.7,203175.4,208840.4,104761.3,78049.8,18194.2,0,2625.1
2/15/2023,2.425,2.0594,2.6158,119.81,153.2,53.02,96.57,110.62,68.48,425658.2,19769.6,1642,2155.6,201798.2,212310.3,108029.5,78408.2,17835.5,0,5318
2/16/2023,2.44,2.0973,2.6729,95.74,114.18,58.84,95.19,109.05,67.49,416590.9,18078.2,1612.7,2079.5,187045.4,216278.4,110668.5,77723.8,19593.8,0,1452.7
2/17/2023,2.485,1.9733,2.5224,64,72.34,47.32,94.89,108.99,66.68,434904.9,23200.3,2971.5,2499,199883.3,219642.1,111505,79734,20105.8,0,9657.9
2/18/2023,2.26,1.9733,2.5224,144.94,191.38,52.05,95.5,110.1,66.31,433750.9,17639.9,2111.9,2503.9,205191.2,216005.6,109239.2,80526.8,18192.2,0,10300.1
2/19/2023,2.26,1.9733,2.5224,75.73,83.17,60.85,95.56,110.22,66.24,433526.4,17853.5,2521.8,2783.8,201806.9,213221,106588,80041.8,18149.1,0,10383.1
2/20/2023,2.26,1.9733,2.5224,76.19,91.28,46.02,95.58,110.4,65.95,438971.7,23384.2,4346.4,2587.5,215235.9,211211.9,107079.9,77290.4,18288.2,0,9554.9
2/21/2023,2.26,1.9596,2.5103,318.73,449.78,56.63,103.63,122.34,66.22,447465.3,47848.7,2039.3,2176,223876,211487,108608.2,75881.9,18466.5,0,78.3
2/22/2023,2.095,2.1829,2.802,220.8,195.17,272.05,108.86,126.67,73.25,468875.6,74293.2,3271.4,3196.6,228739.4,214270.4,101043,82164.7,21605.7,0,153.2
2/23/2023,2.075,2.2607,2.907,351.31,392.95,268.02,114.68,131.96,80.11,459405.4,68572.2,1639.9,1204,230916.6,218686.9,100722,83485.3,25221.4,0,2.3
2/24/2023,2.185,2.0527,2.6496,205.18,146.72,322.09,115.71,129.38,88.37,444544.1,52763,1516.8,2063,220205.3,220362.3,100600,84270.3,25665.5,0,0.5
2/25/2023,2.345,2.0527,2.6496,112.33,88.69,159.61,116.9,129.27,92.18,440750.9,40265.1,2793.8,2499.5,202165.2,217381.2,105767.8,80368.4,22799.9,0,44.1
2/26/2023,2.345,2.0527,2.6496,59.81,48.15,83.14,114.92,126.24,92.28,429202.9,30308,2980.7,2448.3,194243.2,217137.5,105589.6,81120.2,21943.6,0,333.7
2/27/2023,2.345,2.1996,2.8303,183.69,247.35,56.35,117.98,131.67,90.59,433925.3,29391.4,2917.7,5638.2,201185.7,221624.3,109706.7,80802.1,22133.9,0,411.2
2/28/2023,2.56,2.2744,2.935,154.23,171.97,118.73,120.7,134.76,92.58,435754.7,45294.8,2004.6,2460.8,206360,216836.1,105658.1,79199.3,23050.8,0,356
3/1/2023,2.51,2.3477,3.0254,157.52,134.97,202.61,123.11,135.94,97.44,418145.3,22465.4,3456.7,2378.9,195635,217292.1,105358.7,80925,21514,0,1388.7
3/2/2023,2.59,2.4392,3.148,161.79,137.91,209.55,125.91,137.67,102.39,421487.1,23473.5,3063.5,3702.5,186292,218900.6,105107,79637.9,24665.4,0,403.6
3/3/2023,2.675,2.5692,3.314,140.4,158.31,104.59,126.24,137.7,103.3,425173,20826.1,3836.7,3416.7,192527.9,219757.7,106178,79691.6,24425.6,0,404.3
3/4/2023,2.665,2.5692,3.314,177.08,147.9,235.44,129.2,140.12,107.36,419864.4,15864.8,2788.2,4686,201592,207816.2,103910.6,79908.8,14599,0,375.6
3/5/2023,2.665,2.5692,3.314,259.4,291.56,195.09,136.05,148.02,112.11,424591.2,20902.4,3186.6,4793,207648.7,204752.5,102978.2,78445.9,14216.8,0,2.7
3/6/2023,2.665,2.4881,3.2089,200.51,256.8,87.92,141.22,154.96,113.74,433906.1,34697,3150.5,4849.7,210548.9,208219.3,103815.6,80344.9,14704.1,0,0
3/7/2023,2.46,2.4402,3.177,360.24,409.32,262.07,151.03,166.55,119.99,423447.6,21722.6,2905.6,3519.4,210050.7,207302.2,103870.4,79689.8,14632.8,0,39.3
3/8/2023,2.52,2.5524,3.3346,324.87,318.88,336.84,159.85,175.28,129,427654.7,29776.2,2719.3,3833.2,213325.6,204401.7,97074.9,78970.7,19620.5,0,0.1
3/9/2023,2.495,2.4469,3.1954,216.2,137.79,373.01,165.15,177.82,139.81,426191.1,25014.9,2645.1,4987,209442.7,205630.8,96536.5,81120.8,19265.5,0,0
3/10/2023,2.505,2.369133333,3.099833333,136.23,144.45,119.78,165.46,177.04,142.31,426593.8,18195.3,2309.2,4445.6,208306.6,204656.8,91946.6,81110.6,22282.3,0,213.4
3/11/2023,2.375,2.369133333,3.099833333,199.07,253.49,90.23,170.06,183.15,143.87,429253.8,19634.1,2959.2,4967.2,204918.1,210840,94432.8,82757.8,24115.7,0,405.9
3/12/2023,2.375,2.369133333,3.099833333,135.56,134.46,138.08,172.36,185.53,146.02,426786.6,16471.5,3558.7,4912.2,204197.8,211623.7,95846.2,81913.6,24413.1,0,407.3
3/13/2023,2.375,2.5213,3.2718,93.03,66.44,146.21,173.35,185.7,148.66,424287.8,16368.9,2890.3,4964.8,198015.9,208126.3,94759,81071.6,23020.8,0,406.5
3/14/2023,2.445,2.4874,3.2243,132.62,165,67.85,175.45,189.6,147.16,420856.9,13193.5,2716.3,3640.4,195357.1,209029.1,95086.9,81807.7,23186.1,0,332.4
3/15/2023,2.63,2.3375,3.0576,165.45,202.58,91.2,174.23,187.95,146.78,420173.2,9259.6,2898.1,3896.3,194701.8,208014.5,96046.1,81403.8,20425,0,7.3
3/16/2023,2.44,2.2249,2.9019,119.28,120.81,116.22,172.06,184.23,147.71,416115.5,5914.8,3193.4,4411.6,199043.3,206182.5,96308.2,81383.1,17891.1,0,5961
3/17/2023,2.445,2.2503,2.9334,152.82,117.43,223.61,173.16,183.04,153.4,421098.9,5888,3184.4,6190.7,188983.6,216348.7,99276.2,81253.3,25198.9,0,927.2
3/18/2023,2.41,2.2503,2.9334,167.09,218.48,64.3,175.54,186.52,153.58,420804.5,4375.9,3200.1,6607.1,195530.8,213456.7,96707.6,81060.6,24854.3,0,8193.3
3/19/2023,2.41,2.2503,2.9334,244.67,256.63,220.76,181.56,192.66,159.36,421084.3,5977.1,3145,6623.8,196450.7,213190.7,97734.9,80917.8,23761.1,0,7362.4
3/20/2023,2.41,2.1623,2.8048,246.19,255.72,227.11,184.93,194.81,165.2,422234.5,5187.1,4654.6,6120.3,193282.7,216840.3,100029.3,81227.8,25442.2,0,3124.5
3/21/2023,2.165,2.0585,2.6789,333.35,352.27,295.51,193.52,203.78,173.02,419830.7,2304.1,3310.7,6252.2,202426.7,204290.9,95479.2,80560.6,17881.3,0,7543.9
3/22/2023,1.925,2.089,2.7172,223.66,157.52,355.95,198.44,205.98,183.35,420583.7,2253,3152.5,5350.4,202325.5,203342.5,96232.6,79728.3,17098.5,0,17593.4
3/23/2023,2.035,2.101,2.7201,47.15,47.86,45.74,189.38,192.59,182.99,420400.6,2347.6,3465.4,6454.9,198424.6,212807.2,96801.9,81846.5,23616.6,0,18233.7
3/24/2023,2.075,2.1499,2.8041,103.36,121.58,66.91,185.47,190.13,176.15,420179.9,463.9,2219.8,6070.9,207026.6,207712.3,97577.4,78119.7,20533.4,0,17098
3/25/2023,2.045,2.1499,2.8041,160.64,130.46,220.99,179.11,181.38,174.58,422769.8,1003.7,2644.2,6175.8,207819.6,207320.9,92418.8,83907.8,19603.2,0,18830.4
3/26/2023,2.045,2.1499,2.8041,142.42,128.55,170.17,177.02,180.78,169.52,424080.6,2575.5,2310.2,6173.5,209856.7,203238.1,92026.4,80454.5,19248.3,0,18630.1
3/27/2023,2.045,2.0963,2.7195,266.03,286.12,225.84,182.15,187.36,171.73,420830,2640.2,2633.7,6167.3,214138.7,193104.4,92191.6,70208.8,21046.3,0,16039.1
3/28/2023,2.035,2.1357,2.756,160.12,178.59,123.19,185.49,191.71,173.06,419268.9,2023.7,3162.6,4869,204536.4,194361.2,94354.8,70473.4,20529.5,0,13809.8
3/29/2023,2.015,1.9974,2.5702,66.31,68.52,61.9,181.58,185.75,173.25,411103.4,28.9,2982.4,3200,211589.6,195110.7,94628.7,70672.7,20829.8,0,24930.4
3/30/2023,1.945,1.9964,2.5615,69.96,66.32,77.26,178.77,182.22,171.87,425030.4,2238.9,3916.5,5293.2,214845,197767.8,99247.7,73788.7,15264.7,0,25517.8
3/31/2023,1.95,2.0003,2.5648,48.78,48.18,49.96,175.14,179.33,166.78,424133.6,2092.7,3502.9,6966.8,220236.2,196716.3,95309.4,77131.1,13574.3,0,40646.5
4/1/2023,2.095,2.0003,2.5648,46.77,47.87,44.57,171.31,176.33,161.28,419565.9,984.9,4233.7,7669.3,207448.8,201294.6,95106.6,79020.7,15300.8,0,32608.2
4/2/2023,2.095,2.0003,2.5648,168.95,226.7,53.45,172.26,178.61,159.57,424769.7,1491.2,4362.6,7966.5,214243.9,201481,91695.9,78692,19066.7,0,33373.7
4/3/2023,2.095,2.1181,2.6969,198.6,240.26,115.28,172.98,181.69,155.57,419453.9,1803.4,4260.8,7246.9,212386.2,198175.7,91634.7,76938.8,17544.2,0,28898
4/4/2023,2.09,2.0111,2.5644,377.61,438.55,255.72,176.92,186.59,157.59,415229.9,381.4,120.4,8319.1,217089.1,188203.6,92723.6,69619,13408.3,0,33194.8
4/5/2023,2.125,2.0446,2.6075,152.7,147.16,163.78,175.32,182.93,160.12,412103.3,193.8,0,9139.9,213024.2,194385.2,94928.3,69038.2,17359.6,0,36891.9
4/6/2023,2.17,1.9371,2.4741,57.56,48.03,76.62,165.24,170.89,153.94,417984.6,176.6,0,8346.2,204531.2,202138.2,95511.4,78129.1,16023.4,0,32469.1
4/7/2023,2.175,1.9371,2.4741,48.25,46.74,51.27,156.01,161.82,144.42,419034.2,0,0,10641.6,203955.4,202764.3,95073,78723.6,16932.7,0,38676.6
4/8/2023,2.175,1.9371,2.4741,31.62,29.52,35.84,149.86,158.21,133.18,419624.4,0.9,0,10851.2,202722.4,201833.2,93559.7,79119.4,16977.6,0,41746.5
4/9/2023,2.175,1.9371,2.4741,43.01,45.91,37.21,146.76,154.93,130.42,416885.8,0.8,0,9228.7,205039.2,203187.4,95253.1,78954,16764.2,0,46393.5
4/10/2023,2.175,1.8261,2.3427,175.66,211.62,103.75,145.98,153.53,130.88,412599.4,242.9,464.8,8163.3,214075.7,198312.8,94426.3,77398.8,14593.3,0,48041.9
4/11/2023,2.155,1.9018,2.4303,95.53,73.95,138.69,144.64,151.51,130.9,410267.8,1118.7,3901.9,7799.1,204949.4,198371.2,99278.4,76194.8,11925.6,0,37036.6
4/12/2023,2.19,1.9434,2.4778,165.46,211.91,72.56,147.05,156.36,128.44,404785.3,3.9,5921.5,7169.9,201366.1,199010.5,97077.4,79529.6,11451.9,0,26040.4
4/13/2023,2.205,1.7731,2.2429,278.66,253.72,328.55,151.92,159.32,137.13,407846,0,6075.8,7721.9,208978.9,175792,81595.2,72789,10948,0,35046.8
4/14/2023,1.995,1.6261,2.0622,134.64,80.67,242.59,150.9,155.26,142.18,415411.5,38.6,5376.3,7089,220656.8,182202.3,87010.9,72733.4,12340.2,0,49681.8
4/15/2023,1.87,1.6261,2.0622,49.91,51.22,47.31,148.58,152.94,139.88,418120.2,25.5,3204.2,6060.1,210531.5,195662.9,89767.1,79961.4,15540.5,0,47206.6
4/16/2023,1.87,1.6261,2.0622,76.39,90.75,47.65,146.04,152.05,134.01,418544.9,0.3,3542.3,6124.5,210239.7,197075.2,91015.2,79544.1,15538.9,0,49927.7
4/17/2023,1.87,1.9139,2.432,92.47,101.22,74.96,143.55,148.14,134.37,417721.4,417,2299.2,5727.6,207158.4,199131.1,92775.5,79144.1,15188.9,785.7,38645.7
4/18/2023,2.21,1.9431,2.4664,303.55,218.51,473.63,145.51,146.87,142.8,417558.7,0,2367.7,6111.8,203448.6,206882.6,98832,80294.8,16155.5,774,34101.2
4/19/2023,2.22,1.8414,2.3484,208.6,237.84,150.11,144.26,146.27,140.23,416162,0.7,1938.9,5861.5,214326.7,203111.1,98227.1,78837.9,13929.5,776.2,42369.2
4/20/2023,2.195,1.9215,2.4515,491.57,589.86,294.99,149.53,154.19,140.22,421550.3,0,2432.9,6281.4,202158.2,198200.9,99261,68419.7,18349.1,841.4,29339.4
4/21/2023,2.18,1.8552,2.38,380.38,445.13,250.89,154.76,163.78,136.71,423887.1,0.1,4117.8,5930.3,219338.2,200600.4,96389.2,75267.6,17741.1,0,46242.1
4/22/2023,2.19,1.8552,2.38,66.27,52.07,94.69,155.39,163.92,138.34,422035.7,1.4,4567.1,5680.8,204378,205791.2,97855.2,77559.3,19292.8,0,46260.7
4/23/2023,2.19,1.8552,2.38,47.1,47.59,46.12,153.52,161.45,137.65,416194,0.6,3969,5682,200910,207212.2,98012.9,77544.4,20072.4,0,48086.5
4/24/2023,2.19,1.9344,2.4834,126.99,167.91,45.15,152.4,162.7,131.79,416262.8,51,5371,6759.5,193599.8,205806.8,96598.6,77575.3,20046.1,0,37823.1
4/25/2023,2.195,1.9906,2.5712,50.11,46.72,56.91,149.32,159.97,128.01,402483.4,0,5617.2,5192.5,183811.1,201326.1,95926.7,76539.6,18179.6,0,31754.2
4/26/2023,2.21,1.7919,2.3101,84.58,68.2,117.32,143.27,152.71,124.4,399087.7,88.4,3739.6,5189.8,191061.9,200199.3,94769.5,76865.7,17756.2,0,42569.3
4/27/2023,2.185,1.7335,2.2364,147.55,197.88,46.89,142.85,153.35,121.85,402206.9,0.3,3414.3,5167.4,197390.4,195562.8,95474.8,70841,18554.5,0,48313.8
4/28/2023,2.165,1.5903,2.0432,63.11,69.39,50.56,142.74,153.38,121.48,403041.4,0,3406.2,5730.2,207063,200156.5,96942.9,70782.3,20467.8,0,58978.6
4/29/2023,2.165,1.5903,2.0432,68.44,54.17,96.99,142.69,152.97,122.13,394529.7,0.3,4934.3,1838,190055.1,202149.8,98645.1,70558.7,21077.2,0,44536.1
4/30/2023,2.165,1.5903,2.0432,38.2,42.42,29.77,142.34,152.78,121.46,395848.2,0.2,4204,4460.9,184725.5,201270.9,99542.6,70075.9,19681.7,0,42345.4
5/1/2023,2.28,1.7114,2.1971,48.78,53.6,39.14,142.41,152.97,121.28,396129.4,422,1572.9,7432.1,180925,210614.3,106338.8,70485.7,21712.6,0,38282.5
5/2/2023,2.21,1.6626,2.1481,444.76,613.66,106.96,151.6,165.87,123.06,395558.4,177.9,1518.9,5896.4,181997.9,206763,104631.5,68152.3,21169.9,987.8,35456.9
5/3/2023,2.1,1.5138,1.9535,348.71,470.93,104.28,156.61,173.56,122.7,395662.8,294.5,4130.7,6153.8,180734.1,209897.4,105433.1,70249.7,22283.4,0,38461.9
5/4/2023,2.025,1.5319,1.9706,45.07,47.46,40.27,145.52,160.52,115.51,389208.7,392.6,1496,6609.3,180947.1,206360.4,101905.5,69519.5,21504.8,1709.9,39800.5
5/5/2023,1.935,1.6917,2.152,28.51,30.65,24.24,141.38,156.64,110.86,352953.7,166.3,4028.2,6198,150335.3,199920.3,95137.7,68774.6,24048.5,60.4,10928.9
5/6/2023,1.85,1.6917,2.152,47.12,54.4,32.56,141.03,156.85,109.39,333757.1,12402,4018.2,5572.1,146364.2,174788.2,82281.5,63001.1,17845.8,0,4295.8
5/7/2023,1.85,1.6917,2.152,78.52,80.14,75.28,142.04,157.97,110.2,339289.7,19308,5034.4,6777.3,145839.1,166596.9,79444.8,60774.7,14811.3,0,2313.9
5/8/2023,1.85,2.1921,2.7755,207.21,291.18,39.26,147.9,166.69,110.31,335071,3612.8,3363.2,4196.8,156991.8,166247,77400.2,63113.8,15609.6,0,4822
5/9/2023,2.125,1.7603,2.2359,282.59,307.11,233.55,155.88,175.4,116.85,364165.5,18.4,4594,10356.4,191461.9,168992.1,87114.1,61584.2,10325.4,0,37626.2
5/10/2023,2.215,1.6415,2.0811,390.54,481.02,209.59,163.04,184.38,120.38,373090.7,0,5664.3,8738.6,183742.7,188787.7,96994.7,62981.7,19187.9,0,27376.7
5/11/2023,2.12,1.6974,2.1703,248.84,256.27,233.98,168.15,190.45,123.56,377294.5,0.3,5313.5,8230.2,174673,191374.2,98786.7,62638.8,19444.2,0,18758.2
5/12/2023,2.06,1.7251,2.214,243.76,306.32,118.65,170.77,193.6,125.09,372720.6,0,4661.4,7839.2,181335.6,184117.5,97917,55529,19808.2,0,28653.4
5/13/2023,1.975,1.7251,2.214,115.56,152.82,41.06,165.33,190.24,115.51,367456.6,0,5006.3,7846.9,163957.8,178074.3,88753.2,57658.7,20640.2,0,16912.9
5/14/2023,1.975,1.7251,2.214,42.85,46.14,36.25,162.27,189.09,108.63,363242.7,0,5039.3,7855.1,177451.2,180918.5,93159.8,56871.2,19927,0,31733.4
5/15/2023,1.975,2.0217,2.5839,232.5,337,23.5,168.35,198.61,107.84,353204,210.4,4389,7798.4,170440.5,184496.9,93936.8,60528.6,20055.5,0,24596.9
5/16/2023,2.245,2.3625,3.0133,27.03,28.33,24.43,166.71,196.53,107.07,349844.9,0.7,3759.8,5948.4,156955.4,169097.1,78747.5,62287.6,17653.5,0,11991.3
5/17/2023,2.3,1.984,2.5353,73.36,63.62,92.84,166.07,195.28,107.66,358533,0,3369.3,4787.4,180574.3,177447,89800.3,61073.9,16129.4,0,30780.1
5/18/2023,2.25,1.8926,2.4225,54.15,51.38,59.67,157.76,189.71,93.86,359498.5,0.4,4633.4,8026.1,177067.3,184639.2,93898.6,61155,19619.4,0,31046.9
5/19/2023,2.295,2.0641,2.643,31.75,41.33,12.6,151.86,183.16,89.28,367622.5,0.1,4577.5,7385.1,171791.7,184517.2,95682.4,57727.8,20154.1,0,27506.4
5/20/2023,2.385,2.0641,2.643,65.67,80.47,36.07,137.67,166.18,80.65,376055.4,0,4681.8,7637.8,180973.2,175607.1,92664.8,51706.8,20172.9,0,37129.8
5/21/2023,2.385,2.0641,2.643,40.93,49.87,23.03,126.35,153,73.05,373424.1,0,4836.3,7205.6,187595.2,177997.4,95198,52069.4,20028.8,0,48176.6
5/22/2023,2.385,2.0641,2.643,31.66,37.96,19.07,125.2,152.53,70.53,379561.6,0,5317.5,7029.6,181716.3,185256.7,94801,60373.9,19643.6,0,41711
5/23/2023,2.3,1.7001,2.1732,51.82,62.18,31.11,125.36,153.02,70.03,378750.1,0,4493.7,6892.3,183133,197121.1,98863.6,67606.8,19298.7,0,35072.5
5/24/2023,2.215,1.7169,2.2119,541.54,691.32,241.99,139.17,170.47,76.59,383655,1.1,5050.2,7621.3,178641.2,203926,103687.7,65031.1,23730.6,0,29448.1
5/25/2023,2.24,1.7269,2.2324,306.21,391.79,135.04,147.71,181.97,79.2,387369.5,0.8,5620.9,8274.5,178258.9,208752.4,103053.5,68663.4,25150.8,0,30845.6
5/26/2023,2.215,1.6847,2.1761,271.7,318.58,177.92,153.95,190.31,81.22,394009.4,0.8,5747.8,4931.9,183747.5,205315.7,102130.4,66984,23768.1,0,39660.3
5/27/2023,1.88,1.6847,2.1761,57.94,62.35,49.1,150.96,185.8,81.29,400851.9,0.5,5442.3,7060.6,193553.7,191866.5,100319.1,56382.9,22798.2,0,52509.9
5/28/2023,1.88,1.6847,2.1761,126.18,167.28,43.97,153.06,189.06,81.07,400856.4,0.4,4922.6,6347.2,196053.3,190924.5,100560.5,55151.4,22820.6,0,53454.6
5/29/2023,1.88,1.6629,2.14795,91.86,119.35,36.89,153.84,191.23,79.07,398641.5,0.2,4614.6,6324.8,198579.9,191267.2,101023.5,56425.9,22109.1,0,55461
5/30/2023,1.88,1.5414,1.9864,50.53,63.2,25.19,154.26,191.92,78.92,401152.4,0,4594.6,6437.8,194293.1,201137.5,101429.4,62788.3,25249.6,0,52249.7
5/31/2023,2.1,1.5921,2.0508,110.73,148.61,34.98,156.32,195.09,78.78,400181.2,0,4535.9,3837.2,186266.2,213469,105799.4,69056.9,26944.1,0,43756
6/1/2023,2.1,1.5631,1.9916,42.61,46.11,35.62,142.92,176.17,76.4,400614.1,221.9,5144.9,4092.4,177064.3,214752.7,105494.4,70317.5,27450.4,0,32301.5
6/2/2023,1.77,1.6026,2.041633333,333.57,462.9,74.92,142.41,175.91,75.42,398905.6,0.7,4431.7,4213.4,182182.8,214113.4,103883,71705.8,26933.5,0,32608.8
6/3/2023,1.72,1.6026,2.041633333,416.64,544.04,161.84,154.8,192.46,79.47,394094,1,4695,5132.9,183294.5,207896.9,101311.2,70530.4,23808.4,0,35580.9
6/4/2023,1.72,1.6026,2.041633333,66.12,59.97,78.41,156.05,193.44,81.28,394369.6,0.6,5083.6,4548,185684.6,203562.5,100092.8,69091.6,22314.8,0,39433.7
6/5/2023,1.72,1.7637,2.2439,429.19,599.39,88.8,168.79,211.6,83.15,397320.6,1.3,4529.8,4949.6,171763.4,208487,100592,72893.5,22716.1,0,25088.2
6/6/2023,1.955,1.5942,2.0257,411.11,592.91,47.53,179.87,228.69,82.23,389032.5,1.2,3248.9,3762.4,190188.1,196587.8,87225.7,73098.9,23899.7,0,41906.4
6/7/2023,1.97,1.6524,2.0935,548.01,763.12,117.78,191.23,244.43,84.85,386409.2,253.7,4568.9,4367.8,184437.1,205607.2,94805.4,73562,24812.6,0,35519.2
6/8/2023,2.11,1.7514,2.2213,340.07,460.81,98.58,193.15,249.55,80.35,377633.4,215.3,4871,2982.4,166724.6,209638.4,96822.1,74093.8,26553.6,0,19091.6
6/9/2023,2.075,1.7378,2.1982,248.93,357.16,32.46,188.43,245.42,74.44,371167.6,220.9,4478.1,3243.9,165410.5,201306.6,91030.7,73781.1,24168.5,0,18519.4
6/10/2023,1.86,1.7378,2.1982,36.76,41.2,27.89,181.36,238.25,67.57,363888,0,2605.9,2504,157922.4,189880.3,85608.2,71626.7,19580.5,0,17352.4
6/11/2023,1.86,1.7378,2.1982,123.36,179.07,11.94,177.35,234.01,64.02,362867.3,0.1,1767.1,2675.8,168963.6,186059.1,84324.3,71446.1,17271.7,0,25357.3
6/12/2023,1.86,1.8553,2.3528,442.43,635.56,56.18,188.24,250.1,64.52,352729.7,0.1,4030.9,0,165928.3,186816,84026.7,73552.2,17532,0,14310.9
6/13/2023,1.95,2.0459,2.579,44.21,45.15,42.34,188.29,250.07,64.72,355037.3,2940,5489.7,0,152967.6,188473.1,89098,70349.8,17875.4,0,8519.6
6/14/2023,2.025,1.8731,2.3586,31.19,30.28,33,181.58,239.84,65.04,373506.7,25.2,6563,0,165364.2,188950.7,89087.9,71068.5,17863.3,0,19539.2
6/15/2023,2.08,1.8406,2.3097,48.06,62.8,18.6,182.28,240.99,64.84,380412.2,0.1,3280.4,0,182261.3,199006.6,90599.8,73249.7,22901.9,0,34660.5
6/16/2023,2.17,1.8359,2.2963,25.88,28.09,21.46,180.69,239.81,62.47,385468,0,4109.7,0,173789.4,201359.8,93074.2,73408.7,23142.1,0,30759
6/17/2023,2.135,1.8359,2.2963,62.9,80.31,28.09,180.99,240.77,61.41,393564.9,0.2,4738.5,1870.2,180463.4,203337.4,93771.2,73576.8,23704.7,0,31793.1
6/18/2023,2.135,1.8359,2.2963,60.88,69.08,44.46,181.96,241.7,62.47,389198.6,0.2,4337.7,1715.7,182797,199551.1,92619.8,71830.6,23449.1,0,33977.7
6/19/2023,2.135,1.8359,2.2963,26.16,31.47,15.55,180.64,240.06,61.79,384577.2,0.3,4238.2,1715.9,183852.7,199880.9,94273.9,72180.5,22302.6,0,31388.2
6/20/2023,2.135,2.0283,2.547,46.08,40.84,56.57,180.81,239.76,62.91,389661.5,0.8,4969.9,1733.8,175499.9,198949.8,94134.1,71978.4,22379.6,0,15674.5
6/21/2023,2.39,1.8675,2.333,63.98,53.68,84.59,181.89,240.29,65.09,381437.2,0.7,4974.5,1886,185613.7,198557,94142.3,71062.7,21484.7,0,30612.8
6/22/2023,2.23,1.9976,2.4929,102.55,126.75,54.16,183.58,242.44,65.86,385966.8,0.3,4236.2,3908.4,173158.6,203726.5,101809.1,70027.5,20273.2,0,18078.2
6/23/2023,2.295,1.9299,2.4144,127.7,171.21,40.69,169.78,225.1,59.15,389727.8,0,4034.3,3825.5,182349.4,204835.8,97262.3,72306.8,23390.4,0,27749.3
6/24/2023,2.235,1.9299,2.4144,53.23,59.01,41.67,161.35,214.01,56.04,394861.1,0,2891.1,5854.3,184805.6,202826.9,99040.3,71307,21009.4,0,33186.9
6/25/2023,2.235,1.9299,2.4144,53.68,64.29,32.47,154.09,205.53,51.19,406569.2,0.3,3948.8,5372.1,190775.7,203375.1,99340.8,71807.5,20768.9,0,36192.5
6/26/2023,2.235,1.9602,2.4427,503.52,702.94,104.67,168.94,226.89,53.04,392823.5,840.6,3660.1,4119.4,194442.4,201584.5,97274.3,76041,20194.5,0,34908.9
6/27/2023,2.615,2.1287,2.6582,176.07,241.09,46.02,170.6,229.35,53.11,396204.8,177.1,3385.7,2901.2,174643.1,206513.1,103130.1,75856,20059.6,0,13112.3
6/28/2023,2.69,2.001,2.513,345.46,493.55,49.29,179.05,241.82,53.52,395039.1,193.7,2747.5,3235.5,182283.4,208191.2,103514.3,75472,19211.9,0,21386.7
6/29/2023,2.7,1.9961,2.5065,121.36,156.31,51.47,181.42,244.92,54.4,400243.6,248.5,3728.6,2727.2,178459.4,205554.3,101153.6,72341.6,20415,0,17995.8
6/30/2023,2.5,1.9394,2.4334,200.57,268.39,64.92,184.41,248.92,55.4,413269.8,1.8,4517.1,2799,185129,211518.1,103256,75332.8,21593.6,0,27568.8
