Date,Day,Weekend,"Public
Holiday","Weekend / 
Public Holiday",Henry USD/MMBtu,AECO 5A USD/MMBtu,AECO 5A Cad/GJ,Air Temp. Min. (°C),Air Temp. Max. (°C)
11/6/2019,Wednesday,N,N,N,2.77,2.323,2.9036,-16.73,-4.24
11/7/2019,Thursday,N,N,N,2.775,2.2088,2.7594,-12.4,8.13
11/8/2019,Friday,N,N,N,2.835,2.258225,2.827575,1.97,11.85
11/9/2019,Saturday,Y,N,Y,2.82,2.258225,2.827575,-10.93,3.08
11/10/2019,Sunday,Y,N,Y,2.82,2.258225,2.827575,-19.13,-10.86
11/11/2019,Monday,N,Y,Y,2.82,2.1574,2.69915,-18.44,5.4
11/12/2019,Tuesday,N,N,N,2.685,2.0115,2.5219,-1.41,6.16
11/13/2019,Wednesday,N,N,N,2.725,1.9375,2.4317,-1.39,10.23
11/14/2019,Thursday,N,N,N,2.62,2.0662,2.5953,-3.68,7.06
11/15/2019,Friday,N,N,N,2.665,1.9215,2.4094,2.62,10.97
11/16/2019,Saturday,Y,N,Y,2.685,1.9215,2.4094,-0.68,8.04
11/17/2019,Sunday,Y,N,Y,2.685,1.9215,2.4094,1.39,14.46
11/18/2019,Monday,N,N,N,2.685,2.0549,2.5729,-0.29,9.48
11/19/2019,Tuesday,N,N,N,2.58,2.1068,2.6427,-1.72,1.92
11/20/2019,Wednesday,N,N,N,2.465,2.1705,2.7397,-10.67,-0.54
11/21/2019,Thursday,N,N,N,2.465,2.2697,2.8561,-9.79,4.5
11/22/2019,Friday,N,N,N,2.475,2.2835,2.8774,-4.42,9.36
11/23/2019,Saturday,Y,N,Y,2.555,2.2835,2.8774,2.08,10.32
11/24/2019,Sunday,Y,N,Y,2.555,2.2835,2.8774,-1.24,6.96
11/25/2019,Monday,N,N,N,2.555,2.1478,2.7103,-7.38,0.71
11/26/2019,Tuesday,N,N,N,2.44,2.0604,2.5942,-8.29,-4.19
11/27/2019,Wednesday,N,N,N,2.345,2.0976,2.6413,-14.65,-7.94
11/28/2019,Thursday,N,N,N,2.345,2.0976,2.6413,-19.9,-12.91
11/29/2019,Friday,N,N,N,2.345,2.0976,2.6413,-21.75,-10.88
11/30/2019,Saturday,Y,N,Y,2.345,2.0976,2.6413,-20.96,-9.66
12/1/2019,Sunday,Y,N,Y,2.33,2.0976,2.6413,-13.82,2.92
12/2/2019,Monday,N,N,N,2.33,1.7306,2.1815,-0.6,4.08
12/3/2019,Tuesday,N,N,N,2.25,1.9855,2.5028,-3.18,8.93
12/4/2019,Wednesday,N,N,N,2.395,1.9296,2.4163,-7.74,-0.2
12/5/2019,Thursday,N,N,N,2.37,1.9629,2.4519,-11.93,-3.16
12/6/2019,Friday,N,N,N,2.315,1.9118,2.4023,-11.88,-0.2
12/7/2019,Saturday,Y,N,Y,2.215,1.9118,2.4023,-10.21,0.42
12/8/2019,Sunday,Y,N,Y,2.215,1.9118,2.4023,-18.05,-6.2
12/9/2019,Monday,N,N,N,2.215,1.8286,2.2926,-8.53,-1.79
12/10/2019,Tuesday,N,N,N,2.14,1.8626,2.3361,-12.12,-2.54
12/11/2019,Wednesday,N,N,N,2.18,1.8402,2.3032,-12.46,-5.75
12/12/2019,Thursday,N,N,N,2.26,1.8442,2.3051,-13.27,-4.17
12/13/2019,Friday,N,N,N,2.26,1.8324,2.2922,-14.51,-10.44
12/14/2019,Saturday,Y,N,Y,2.24,1.8324,2.2922,-14.99,-2.94
12/15/2019,Sunday,Y,N,Y,2.24,1.8324,2.2922,-15.31,-3.69
12/16/2019,Monday,N,N,N,2.24,1.8313,2.2836,-12.2,0.92
12/17/2019,Tuesday,N,N,N,2.34,1.8242,2.2744,-0.92,7.13
12/18/2019,Wednesday,N,N,N,2.295,1.8016,2.2401,-3.69,6.58
12/19/2019,Thursday,N,N,N,2.24,1.7582,2.1869,-4.89,3.67
12/20/2019,Friday,N,N,N,2.2,1.7636,2.2017,-3.01,5.08
12/21/2019,Saturday,Y,N,Y,2.245,1.7636,2.2017,-3.36,1.67
12/22/2019,Sunday,Y,N,Y,2.245,1.7636,2.2017,-7.23,-0.57
12/23/2019,Monday,N,N,N,2.245,1.7389,2.1703,-12.04,-1.55
12/24/2019,Tuesday,N,N,N,2.16,1.733,2.1618,-15.7,-7.79
12/25/2019,Wednesday,N,Y,Y,2.1,1.733,2.1618,-16.63,-3.67
12/26/2019,Thursday,N,Y,Y,2.1,1.733,2.1618,-16.3,-2.4
12/27/2019,Friday,N,N,N,2.085,1.6979,2.1039,-11.36,0.45
12/28/2019,Saturday,Y,N,Y,1.82,1.6979,2.1039,-14.52,-3.05
12/29/2019,Sunday,Y,N,Y,1.82,1.6979,2.1039,-10.43,2.52
12/30/2019,Monday,N,N,N,1.82,1.675,2.0731,-11.59,6.81
12/31/2019,Tuesday,N,N,N,2.075,1.7023,2.0919,1.21,6.07
1/1/2020,Wednesday,N,Y,Y,2.05,1.7023,2.0919,-5.01,2.45
1/2/2020,Thursday,N,N,N,2.05,1.6455,2.0273,-10.98,3.12
1/3/2020,Friday,N,N,N,2,1.7199,2.1168,-10.01,9.66
1/4/2020,Saturday,Y,N,Y,2.015,1.7199,2.1168,-4.09,8.69
1/5/2020,Sunday,Y,N,Y,2.015,1.7199,2.1168,-11.65,3.46
1/6/2020,Monday,N,N,N,2.015,1.9169,2.3556,-9.79,0.14
1/7/2020,Tuesday,N,N,N,2.1,1.9322,2.3837,-13.05,-6.53
1/8/2020,Wednesday,N,N,N,2.105,1.8977,2.3429,-14.37,-7.15
1/9/2020,Thursday,N,N,N,2.075,1.9058,2.3646,-18.77,-13.63
1/10/2020,Friday,N,N,N,2.005,1.9613,2.4262,-21.16,-6.87
1/11/2020,Saturday,Y,N,Y,2.055,1.9613,2.4262,-20.46,-10.2
1/12/2020,Sunday,Y,N,Y,2.055,1.9613,2.4262,-25.47,-19.95
1/13/2020,Monday,N,N,N,2.055,2.2468,2.779,-31.4,-25.19
1/14/2020,Tuesday,N,N,N,2.07,2.0012,2.4765,-32.45,-28.45
1/15/2020,Wednesday,N,N,N,2.12,1.9432,2.4016,-33.41,-27.26
1/16/2020,Thursday,N,N,N,1.98,2.0128,2.488,-29.9,-27.19
1/17/2020,Friday,N,N,N,2.065,1.8666,2.3133,-27.7,-22.77
1/18/2020,Saturday,Y,N,Y,2.02,1.8666,2.3133,-28.54,-18.82
1/19/2020,Sunday,Y,N,Y,2.02,1.8666,2.3133,-21.87,5.07
1/20/2020,Monday,N,N,N,2.02,1.8666,2.3133,-3.63,7.4
1/21/2020,Tuesday,N,N,N,2.02,1.6914,2.0951,-7.93,6.25
1/22/2020,Wednesday,N,N,N,1.945,1.5904,1.98,-4.24,5.33
1/23/2020,Thursday,N,N,N,1.895,1.5672,1.9527,-9,9.19
1/24/2020,Friday,N,N,N,1.95,1.5555,1.9384,0.21,9.32
1/25/2020,Saturday,Y,N,Y,1.91,1.5555,1.9384,-2.74,7.74
1/26/2020,Sunday,Y,N,Y,1.91,1.5555,1.9384,-7.99,1.87
1/27/2020,Monday,N,N,N,1.91,1.5895,1.9852,-5.25,6.52
1/28/2020,Tuesday,N,N,N,1.96,1.5896,1.9851,-6.96,4.5
1/29/2020,Wednesday,N,N,N,1.955,1.4981,1.8745,-10.52,6.74
1/30/2020,Thursday,N,N,N,1.92,1.4108,1.7674,-4.51,5.82
1/31/2020,Friday,N,N,N,1.905,1.3095,1.6409,-3.87,8.1
2/1/2020,Saturday,Y,N,Y,1.845,1.3095,1.6409,-5.33,10.33
2/2/2020,Sunday,Y,N,Y,1.845,1.3095,1.6409,-12.17,-1.68
2/3/2020,Monday,N,N,N,1.845,1.5187,1.9142,-14.95,-5.11
2/4/2020,Tuesday,N,N,N,1.84,1.4361,1.806,-19.75,0.07
2/5/2020,Wednesday,N,N,N,1.855,1.3937,1.7562,-2.14,3.8
2/6/2020,Thursday,N,N,N,1.85,1.3887,1.7498,-6.16,1.98
2/7/2020,Friday,N,N,N,1.865,1.3731,1.7316,-9.59,0.23
2/8/2020,Saturday,Y,N,Y,1.885,1.3731,1.7316,-11.22,-3.49
2/9/2020,Sunday,Y,N,Y,1.885,1.3731,1.7316,-12.86,1.61
2/10/2020,Monday,N,N,N,1.885,1.354,1.71,-7.81,0.74
2/11/2020,Tuesday,N,N,N,1.81,1.3695,1.7264,-8.69,4.41
2/12/2020,Wednesday,N,N,N,1.805,1.4808,1.859,-14.01,-8.05
2/13/2020,Thursday,N,N,N,1.87,1.3704,1.7218,-14.13,7.5
2/14/2020,Friday,N,N,N,1.885,1.3699,1.7207,-9.38,0.99
2/15/2020,Saturday,Y,N,Y,1.855,1.3699,1.7207,-8.57,3.69
2/16/2020,Sunday,Y,N,Y,1.855,1.3699,1.7207,-8.27,2.1
2/17/2020,Monday,N,Y,Y,1.855,1.3699,1.7207,-16.49,-5.8
2/18/2020,Tuesday,N,N,N,1.855,1.6303,2.0486,-17.86,-6.36
2/19/2020,Wednesday,N,N,N,1.985,1.4828,1.8598,-17.32,1.33
2/20/2020,Thursday,N,N,N,2.015,1.3871,1.7432,-13.32,8.8
2/21/2020,Friday,N,N,N,1.98,1.349,1.6902,-4.04,6.3
2/22/2020,Saturday,Y,N,Y,1.915,1.349,1.6902,-8.34,5.64
2/23/2020,Sunday,Y,N,Y,1.915,1.349,1.6902,-9.67,0.53
2/24/2020,Monday,N,N,N,1.915,1.3964,1.7582,-10.44,-1.36
2/25/2020,Tuesday,N,N,N,1.885,1.447,1.8221,-15.07,0.46
2/26/2020,Wednesday,N,N,N,1.9,1.3986,1.7656,-4.75,4.89
2/27/2020,Thursday,N,N,N,1.92,1.3259,1.6787,-1.28,8.58
2/28/2020,Friday,N,N,N,1.78,1.2652,1.6086,-1.09,10.15
2/29/2020,Saturday,Y,N,Y,1.78,1.2652,1.6086,-4.06,6.56
3/1/2020,Sunday,Y,N,Y,1.725,1.2652,1.6086,-11.67,3.5
3/2/2020,Monday,N,N,N,1.725,1.3159,1.6634,-0.03,6.39
3/3/2020,Tuesday,N,N,N,1.7,1.3031,1.6495,-4.12,7.17
3/4/2020,Wednesday,N,N,N,1.76,1.3218,1.6821,-4.9,4.01
3/5/2020,Thursday,N,N,N,1.795,1.4085,1.7895,-8.53,8.64
3/6/2020,Friday,N,N,N,1.82,1.3941,1.7734,-6.77,7.78
3/7/2020,Saturday,Y,N,Y,1.75,1.3941,1.7734,-15.37,-6.68
3/8/2020,Sunday,Y,N,Y,1.75,1.3941,1.7734,-19.51,-7.55
3/9/2020,Monday,N,N,N,1.75,1.3831,1.7732,-16.04,1.88
3/10/2020,Tuesday,N,N,N,1.73,1.4446,1.8857,-9.33,4.51
3/11/2020,Wednesday,N,N,N,1.85,1.5565,2.0284,-4.36,3.44
3/12/2020,Thursday,N,N,N,1.92,1.5436,2.0295,-8.73,0.84
3/13/2020,Friday,N,N,N,1.825,1.646,2.1823,-20.77,-8.68
3/14/2020,Saturday,Y,N,Y,1.945,1.646,2.1823,-22.23,-17.77
3/15/2020,Sunday,Y,N,Y,1.945,1.646,2.1823,-25.36,-9.4
3/16/2020,Monday,N,N,N,1.945,1.4358,1.9017,-15.2,3.51
3/17/2020,Tuesday,N,N,N,1.845,1.5023,2.0203,-7.37,1.68
3/18/2020,Wednesday,N,N,N,1.815,1.5055,2.0737,-10.35,-6.86
3/19/2020,Thursday,N,N,N,1.655,1.3928,1.9094,-12.39,-7.84
3/20/2020,Friday,N,N,N,1.625,1.4034,1.9092,-14.13,2.07
3/21/2020,Saturday,Y,N,Y,1.675,1.4034,1.9092,-9.88,4.75
3/22/2020,Sunday,Y,N,Y,1.675,1.4034,1.9092,-7.38,7.44
3/23/2020,Monday,N,N,N,1.675,1.3274,1.8292,-6.29,9.77
3/24/2020,Tuesday,N,N,N,1.635,1.4615,2.0058,-5.6,-2.44
3/25/2020,Wednesday,N,N,N,1.705,1.4464,1.9655,-10.15,-0.5
3/26/2020,Thursday,N,N,N,1.705,1.303,1.7348,-7.97,7.15
3/27/2020,Friday,N,N,N,1.65,1.2189,1.6263,-4.57,9.9
3/28/2020,Saturday,Y,N,Y,1.625,1.2189,1.6263,-3.25,6.21
3/29/2020,Sunday,Y,N,Y,1.625,1.2189,1.6263,-1.95,10.82
3/30/2020,Monday,N,N,N,1.625,1.2784,1.717,-10.08,0.05
3/31/2020,Tuesday,N,N,N,1.655,1.3559,1.8146,-12.48,-7.92
4/1/2020,Wednesday,N,N,N,1.69,1.4629,1.9723,-15.7,-9.97
4/2/2020,Thursday,N,N,N,1.6,1.473,1.9708,-15.61,-8.4
4/3/2020,Friday,N,N,N,1.48,1.3501,1.8087,-11.48,-7.75
4/4/2020,Saturday,Y,N,Y,1.445,1.3501,1.8087,-12.74,-2.63
4/5/2020,Sunday,Y,N,Y,1.445,1.3501,1.8087,-7.89,-3.32
4/6/2020,Monday,N,N,N,1.445,1.324,1.773,-7.51,5.73
4/7/2020,Tuesday,N,N,N,1.61,1.4441,1.9125,-3.88,4.23
4/8/2020,Wednesday,N,N,N,1.77,1.3863,1.8418,-4.33,4.64
4/9/2020,Thursday,N,N,N,1.8,1.4635,1.9395,-4.03,13.57
4/10/2020,Friday,N,Y,Y,1.705,1.4635,1.9395,-3.72,4.31
4/11/2020,Saturday,Y,N,Y,1.705,1.4635,1.9395,-9.12,-3.59
4/12/2020,Sunday,Y,N,Y,1.705,1.4635,1.9395,-9.94,-2.08
4/13/2020,Monday,N,Y,Y,1.705,1.4849,1.9643,-10.71,4.63
4/14/2020,Tuesday,N,N,N,1.78,1.4276,1.8814,-1.69,8.24
4/15/2020,Wednesday,N,N,N,1.705,1.3817,1.8474,-2.76,1.15
4/16/2020,Thursday,N,N,N,1.635,1.3616,1.8251,-5.84,10.24
4/17/2020,Friday,N,N,N,1.55,1.3764,1.8299,2.55,11.71
4/18/2020,Saturday,Y,N,Y,1.695,1.3764,1.8299,-0.91,4.72
4/19/2020,Sunday,Y,N,Y,1.695,1.3764,1.8299,-2.53,14.77
4/20/2020,Monday,N,N,N,1.695,1.355,1.8073,4.66,18.85
4/21/2020,Tuesday,N,N,N,1.71,1.4887,2.0037,6.3,19.14
4/22/2020,Wednesday,N,N,N,1.87,1.4903,1.9971,3.19,13.68
4/23/2020,Thursday,N,N,N,1.87,1.5203,2.0219,0.25,13.99
4/24/2020,Friday,N,N,N,1.85,1.4968,1.9996,-0.62,15.52
4/25/2020,Saturday,Y,N,Y,1.77,1.4968,1.9996,-0.03,17.37
4/26/2020,Sunday,Y,N,Y,1.77,1.4968,1.9996,1.55,14.49
4/27/2020,Monday,N,N,N,1.77,1.3694,1.8234,0.69,16.67
4/28/2020,Tuesday,N,N,N,1.645,1.5053,1.9963,-0.55,17.12
4/29/2020,Wednesday,N,N,N,1.8,1.4867,1.9639,2.47,21.22
4/30/2020,Thursday,N,N,N,1.695,1.4514,1.9136,3.82,18.71
5/1/2020,Friday,N,N,N,1.685,1.4208,1.8997,-0.78,15.45
5/2/2020,Saturday,Y,N,Y,1.65,1.4208,1.8997,-0.71,19.11
5/3/2020,Sunday,Y,N,Y,1.65,1.4208,1.8997,1.29,16.7
5/4/2020,Monday,N,N,N,1.65,1.5563,2.0782,1.65,6.68
5/5/2020,Tuesday,N,N,N,1.77,1.7856,2.3737,-1.93,16.15
5/6/2020,Wednesday,N,N,N,1.93,1.6591,2.2239,0.33,16.24
5/7/2020,Thursday,N,N,N,1.88,1.628,2.156,5.74,16.48
5/8/2020,Friday,N,N,N,1.83,1.5756,2.0782,2.83,10.61
5/9/2020,Saturday,Y,N,Y,1.735,1.5756,2.0782,-0.99,13.17
5/10/2020,Sunday,Y,N,Y,1.735,1.5756,2.0782,0.09,6.91
5/11/2020,Monday,N,N,N,1.735,1.5287,2.0324,-1.61,8.34
5/12/2020,Tuesday,N,N,N,1.7,1.4768,1.9609,1.05,10.1
5/13/2020,Wednesday,N,N,N,1.615,1.3957,1.8637,-1.37,15.46
5/14/2020,Thursday,N,N,N,1.56,1.3893,1.8552,1.41,17.35
5/15/2020,Friday,N,N,N,1.59,1.3957,1.8643,1.36,17.76
5/16/2020,Saturday,Y,N,Y,1.6,1.3957,1.8643,1.99,21.69
5/17/2020,Sunday,Y,N,Y,1.6,1.3957,1.8643,5.37,21.12
5/18/2020,Monday,N,Y,Y,1.6,1.3957,1.8643,7.81,19.67
5/19/2020,Tuesday,N,N,N,1.69,1.5342,2.0185,7.75,14.22
5/20/2020,Wednesday,N,N,N,1.795,1.5244,2.0101,7.11,11.2
5/21/2020,Thursday,N,N,N,1.83,1.4549,1.923,2.64,7.87
5/22/2020,Friday,N,N,N,1.685,1.4098,1.8739,2.83,5.26
5/23/2020,Saturday,Y,N,Y,1.64,1.4098,1.8739,4.28,15.38
5/24/2020,Sunday,Y,N,Y,1.64,1.4098,1.8739,2.42,20.36
5/25/2020,Monday,N,N,N,1.64,1.4098,1.8739,6.79,20.13
5/26/2020,Tuesday,N,N,N,1.64,1.5272,2.0007,4.99,15.18
5/27/2020,Wednesday,N,N,N,1.765,1.526,1.9944,1.55,17.4
5/28/2020,Thursday,N,N,N,1.715,1.4956,1.9512,1.89,19.83
5/29/2020,Friday,N,N,N,1.69,1.4324,1.875,6.43,21.7
5/30/2020,Saturday,Y,N,Y,1.69,1.4324,1.875,9.29,25.89
5/31/2020,Sunday,Y,N,Y,1.69,1.4324,1.875,9.49,19.56
6/1/2020,Monday,N,N,N,1.595,1.4162,1.8263,5.53,18.5
6/2/2020,Tuesday,N,N,N,1.53,1.4757,1.8906,4.09,21.59
6/3/2020,Wednesday,N,N,N,1.56,1.5734,2.0117,5.71,18.32
6/4/2020,Thursday,N,N,N,1.765,1.5502,1.9858,4.38,16.21
6/5/2020,Friday,N,N,N,1.695,1.4839,1.8876,2.61,18.14
6/6/2020,Saturday,Y,N,Y,1.695,1.4839,1.8876,8.94,18.99
6/7/2020,Sunday,Y,N,Y,1.695,1.4839,1.8876,7.32,11.32
6/8/2020,Monday,N,N,N,1.695,1.4367,1.822,3.73,16.65
6/9/2020,Tuesday,N,N,N,1.665,1.4546,1.8523,3.15,18.04
6/10/2020,Wednesday,N,N,N,1.675,1.4489,1.8386,8.45,22.27
6/11/2020,Thursday,N,N,N,1.7,1.4398,1.8507,8.28,23.12
6/12/2020,Friday,N,N,N,1.68,1.3788,1.7759,11.78,27.34
6/13/2020,Saturday,Y,N,Y,1.605,1.3788,1.7759,9.83,21.27
6/14/2020,Sunday,Y,N,Y,1.605,1.3788,1.7759,7.46,18.99
6/15/2020,Monday,N,N,N,1.605,1.2954,1.6721,7.82,18.65
6/16/2020,Tuesday,N,N,N,1.46,1.2456,1.6017,6.37,18.39
6/17/2020,Wednesday,N,N,N,1.38,1.3076,1.6818,8.79,14.66
6/18/2020,Thursday,N,N,N,1.475,1.3577,1.7494,7.98,15.67
6/19/2020,Friday,N,N,N,1.445,1.3731,1.7705,6.53,21
6/20/2020,Saturday,Y,N,Y,1.465,1.3731,1.7705,10.14,23.9
6/21/2020,Sunday,Y,N,Y,1.465,1.3731,1.7705,10.44,22.69
6/22/2020,Monday,N,N,N,1.465,1.4158,1.8176,8.5,23.9
6/23/2020,Tuesday,N,N,N,1.6,1.4245,1.8245,13.56,23.66
6/24/2020,Wednesday,N,N,N,1.565,1.4431,1.8604,12.02,19.38
6/25/2020,Thursday,N,N,N,1.575,1.3889,1.7979,8.37,23.49
6/26/2020,Friday,N,N,N,1.49,1.2832,1.6661,11.36,25.51
6/27/2020,Saturday,Y,N,Y,1.4,1.2832,1.6661,8.93,18.59
6/28/2020,Sunday,Y,N,Y,1.4,1.2832,1.6661,7.94,13.73
6/29/2020,Monday,N,N,N,1.4,1.3937,1.8078,10.03,16.8
6/30/2020,Tuesday,N,N,N,1.66,1.3789,1.7826,9.79,12.95
7/1/2020,Wednesday,N,Y,Y,1.69,1.3715,1.77,9.33,20.58
7/2/2020,Thursday,N,N,N,1.6,1.2363,1.5928,10.39,19.15
7/3/2020,Friday,N,N,N,1.53,1.2363,1.5928,8.59,24.27
7/4/2020,Saturday,Y,N,Y,1.53,1.2363,1.5928,8.42,19.99
7/5/2020,Sunday,Y,N,Y,1.53,1.2363,1.5928,5.66,20.41
7/6/2020,Monday,N,N,N,1.53,1.482,1.9028,8.09,22.48
7/7/2020,Tuesday,N,N,N,1.7,1.5655,2.016,10.05,16.8
7/8/2020,Wednesday,N,N,N,1.74,1.5688,2.0134,10.01,17.72
7/9/2020,Thursday,N,N,N,1.79,1.5011,1.9318,8.25,21.32
7/10/2020,Friday,N,N,N,1.815,1.4351,1.8489,10.47,21.57
7/11/2020,Saturday,Y,N,Y,1.745,1.4351,1.8489,8.31,24.08
7/12/2020,Sunday,Y,N,Y,1.745,1.4351,1.8489,10.16,20.79
7/13/2020,Monday,N,N,N,1.745,1.5042,1.9345,7.67,18.65
7/14/2020,Tuesday,N,N,N,1.715,1.4973,1.9314,9.66,23.08
7/15/2020,Wednesday,N,N,N,1.695,1.5161,1.9429,10.59,22.74
7/16/2020,Thursday,N,N,N,1.71,1.5363,1.9715,10.96,27.15
7/17/2020,Friday,N,N,N,1.74,1.4492,1.8643,10.18,21.98
7/18/2020,Saturday,Y,N,Y,1.725,1.4492,1.8643,9.45,21.9
7/19/2020,Sunday,Y,N,Y,1.725,1.4492,1.8643,11.68,21.14
7/20/2020,Monday,N,N,N,1.725,1.4817,1.9004,10.24,22.3
7/21/2020,Tuesday,N,N,N,1.665,1.539,1.9611,10.81,25.53
7/22/2020,Wednesday,N,N,N,1.63,1.4839,1.8856,14.05,23.87
7/23/2020,Thursday,N,N,N,1.635,1.494,1.8934,12.23,22.48
7/24/2020,Friday,N,N,N,1.685,1.5573,1.9818,9.1,18.76
7/25/2020,Saturday,Y,N,Y,1.725,1.5573,1.9818,6.64,20.36
7/26/2020,Sunday,Y,N,Y,1.725,1.5573,1.9818,8.15,23.05
7/27/2020,Monday,N,N,N,1.725,1.5076,1.9124,10.21,26.9
7/28/2020,Tuesday,N,N,N,1.755,1.6555,2.0975,12.11,29.6
7/29/2020,Wednesday,N,N,N,1.765,1.5906,2.0158,16,27.28
7/30/2020,Thursday,N,N,N,1.745,1.622,2.0663,15.97,26.63
7/31/2020,Friday,N,N,N,1.75,1.6073,2.0394,16.57,26.99
8/1/2020,Saturday,Y,N,Y,1.75,1.6073,2.0394,14.44,27.95
8/2/2020,Sunday,Y,N,Y,1.75,1.6073,2.0394,14,28.29
8/3/2020,Monday,N,Y,Y,1.75,1.5437,1.9587,13.25,28.2
8/4/2020,Tuesday,N,N,N,1.92,1.7047,2.1595,9.1,25.49
8/5/2020,Wednesday,N,N,N,2.015,1.82,2.2863,11.5,29.24
8/6/2020,Thursday,N,N,N,2.18,1.8169,2.2882,11.55,29
8/7/2020,Friday,N,N,N,2.2,1.6884,2.1431,8.97,20.66
8/8/2020,Saturday,Y,N,Y,2.14,1.6884,2.1431,8.78,21.95
8/9/2020,Sunday,Y,N,Y,2.14,1.6884,2.1431,3.94,21.14
8/10/2020,Monday,N,N,N,2.14,1.6638,2.1054,12.06,25.86
8/11/2020,Tuesday,N,N,N,2.15,1.7586,2.2165,7.74,22.27
8/12/2020,Wednesday,N,N,N,2.14,1.8142,2.2787,8.49,18.66
8/13/2020,Thursday,N,N,N,2.055,1.8776,2.3518,5.35,21.98
8/14/2020,Friday,N,N,N,2.12,1.892,2.3761,5.26,22.45
8/15/2020,Saturday,Y,N,Y,2.21,1.892,2.3761,10.3,27.48
8/16/2020,Sunday,Y,N,Y,2.21,1.892,2.3761,9.4,30.98
8/17/2020,Monday,N,N,N,2.21,1.9636,2.4576,14.3,32.4
8/18/2020,Tuesday,N,N,N,2.32,2.0204,2.5243,14.98,33.13
8/19/2020,Wednesday,N,N,N,2.365,2.0626,2.5754,13.99,26.04
8/20/2020,Thursday,N,N,N,2.355,2.0106,2.5118,14.31,25.21
8/21/2020,Friday,N,N,N,2.345,1.8965,2.373,9.54,27.88
8/22/2020,Saturday,Y,N,Y,2.33,1.8965,2.373,10.61,23.96
8/23/2020,Sunday,Y,N,Y,2.33,1.8965,2.373,7.87,23.88
8/24/2020,Monday,N,N,N,2.33,2.0265,2.5393,9.8,29.22
8/25/2020,Tuesday,N,N,N,2.52,2.0514,2.5648,9.8,23.06
8/26/2020,Wednesday,N,N,N,2.515,2.0401,2.5423,6.64,24.29
8/27/2020,Thursday,N,N,N,2.505,2.1287,2.646,8.56,19.89
8/28/2020,Friday,N,N,N,2.505,2.0592,2.558,8.16,25.85
8/29/2020,Saturday,Y,N,Y,2.46,2.0592,2.558,7.75,17.75
8/30/2020,Sunday,Y,N,Y,2.46,2.0592,2.558,4.63,18.7
8/31/2020,Monday,N,N,N,2.46,1.9437,2.4016,4.99,20.14
9/1/2020,Tuesday,N,N,N,2.24,2.0596,2.5468,10.91,23.53
9/2/2020,Wednesday,N,N,N,2.205,2.0906,2.5882,8.62,18.32
9/3/2020,Thursday,N,N,N,2.185,2.1488,2.6746,3.85,24.56
9/4/2020,Friday,N,N,N,2.315,1.9401,2.4084,5.26,27.36
9/5/2020,Saturday,Y,N,Y,1.905,1.9401,2.4084,10.4,29.12
9/6/2020,Sunday,Y,N,Y,1.905,1.9401,2.4084,4.8,15.27
9/7/2020,Monday,N,Y,Y,1.905,1.9401,2.4084,1.74,10.35
9/8/2020,Tuesday,N,N,N,1.905,1.9376,2.4231,0.31,20.02
9/9/2020,Wednesday,N,N,N,2.33,1.8153,2.2651,4.98,22.58
9/10/2020,Thursday,N,N,N,2.19,1.7744,2.2141,6.65,25.47
9/11/2020,Friday,N,N,N,2.125,1.6511,2.0635,7.95,28.78
9/12/2020,Saturday,Y,N,Y,1.935,1.6511,2.0635,8.24,17.9
9/13/2020,Sunday,Y,N,Y,1.935,1.6511,2.0635,6.68,15.16
9/14/2020,Monday,N,N,N,1.935,1.9764,2.4674,6.29,9.54
9/15/2020,Tuesday,N,N,N,2.185,1.9197,2.4017,6.94,11.25
9/16/2020,Wednesday,N,N,N,2.205,1.8702,2.3336,6.55,19.7
9/17/2020,Thursday,N,N,N,2.055,1.5816,1.9795,5.07,21.58
9/18/2020,Friday,N,N,N,1.66,1.471,1.8374,5.9,20.1
9/19/2020,Saturday,Y,N,Y,1.59,1.471,1.8374,9.31,19.55
9/20/2020,Sunday,Y,N,Y,1.59,1.471,1.8374,8.05,19.5
9/21/2020,Monday,N,N,N,1.59,1.4931,1.8821,4.13,21.2
9/22/2020,Tuesday,N,N,N,1.335,1.4858,1.8749,4.36,16.68
9/23/2020,Wednesday,N,N,N,1.48,1.7168,2.176,2.66,22.24
9/24/2020,Thursday,N,N,N,1.735,1.791,2.2698,8.23,19.46
9/25/2020,Friday,N,N,N,1.935,1.5199,1.9316,4.02,16.12
9/26/2020,Saturday,Y,N,Y,1.895,1.5199,1.9316,4.98,16.38
9/27/2020,Sunday,Y,N,Y,1.895,1.5199,1.9316,4.56,16.6
9/28/2020,Monday,N,N,N,1.895,1.4151,1.7945,7.25,21.82
9/29/2020,Tuesday,N,N,N,1.835,0.9815,1.2477,8.31,17.48
9/30/2020,Wednesday,N,N,N,1.69,1.4061,1.7758,5.25,14.6
10/1/2020,Thursday,N,N,N,1.63,1.2543,1.5803,2.43,23.68
10/2/2020,Friday,N,N,N,1.48,0.8476,1.0702,5.7,19.67
10/3/2020,Saturday,Y,N,Y,1.335,0.8476,1.0702,3.05,22.58
10/4/2020,Sunday,Y,N,Y,1.335,0.8476,1.0702,8.65,23.33
10/5/2020,Monday,N,N,N,1.335,1.0766,1.3541,3.78,23.5
10/6/2020,Tuesday,N,N,N,1.92,1.2131,1.5265,5.39,17.93
10/7/2020,Wednesday,N,N,N,1.895,1.2651,1.5928,4.83,15.62
10/8/2020,Thursday,N,N,N,2.025,1.2323,1.5443,4.41,18.01
