Date,Day,Weekend,"Public
Holiday","Weekend / 
Public Holiday",Henry USD/MMBtu,AECO 5A USD/MMBtu,AECO 5A Cad/GJ,Air Temp. Min. (°C),Air Temp. Max. (°C)
1/1/2018,Monday,N,Y,Y,3.58,2.8248,3.3518,-30.01,-3.27
1/2/2018,Tuesday,N,N,N,3.58,1.7509,2.0754,-10.32,0.97
1/3/2018,Wednesday,N,N,N,6.625,1.5555,1.848,-8.65,5.24
1/4/2018,Thursday,N,N,N,6.875,1.5478,1.8377,-10.72,2.9
1/5/2018,Friday,N,N,N,4.42,1.3134,1.5431,-10.51,8.97
1/6/2018,Saturday,Y,N,Y,2.9,1.3134,1.5431,-2.89,8.18
1/7/2018,Sunday,Y,N,Y,2.9,1.3134,1.5431,-7.48,4.21
1/8/2018,Monday,N,N,N,2.9,1.2697,1.4953,-4.56,8
1/9/2018,Tuesday,N,N,N,2.88,1.6434,1.9407,-18.12,-0.67
1/10/2018,Wednesday,N,N,N,2.9,1.799,2.129,-26.04,-18.07
1/11/2018,Thursday,N,N,N,3.105,2.4851,2.9506,-29.19,-23.11
1/12/2018,Friday,N,N,N,3.235,1.6301,1.9342,-25.51,-14.88
1/13/2018,Saturday,Y,N,Y,4.015,1.6301,1.9342,-15.22,2.93
1/14/2018,Sunday,Y,N,Y,4.015,1.6301,1.9342,-8.52,2.46
1/15/2018,Monday,N,N,N,4.015,1.6301,1.9342,-10.91,-5.02
1/16/2018,Tuesday,N,N,N,4.015,1.5458,1.8201,-9.53,9.09
1/17/2018,Wednesday,N,N,N,5.095,1.6316,1.9235,-3.26,4.89
1/18/2018,Thursday,N,N,N,3.865,1.4791,1.7443,-4.65,7.54
1/19/2018,Friday,N,N,N,3.375,1.5386,1.8165,-6.09,3.6
1/20/2018,Saturday,Y,N,Y,3.18,1.5386,1.8165,-6,3.88
1/21/2018,Sunday,Y,N,Y,3.18,1.5386,1.8165,-7.33,3.92
1/22/2018,Monday,N,N,N,3.18,1.6459,1.9442,-7.18,4.07
1/23/2018,Tuesday,N,N,N,3.13,1.6979,2.0044,-9.92,2.21
1/24/2018,Wednesday,N,N,N,3.365,1.7728,2.0767,-7.81,5.14
1/25/2018,Thursday,N,N,N,3.555,1.8257,2.1311,-11.1,-4.27
1/26/2018,Friday,N,N,N,3.57,1.9484,2.2754,-15.02,-8.83
1/27/2018,Saturday,Y,N,Y,3.51,1.9484,2.2754,-19.85,-13.9
1/28/2018,Sunday,Y,N,Y,3.51,1.9484,2.2754,-20.01,-14.85
1/29/2018,Monday,N,N,N,3.51,1.8702,2.1876,-17.26,8
1/30/2018,Tuesday,N,N,N,3.555,1.8232,2.1326,-5.55,6.38
1/31/2018,Wednesday,N,N,N,3.595,1.86,2.1671,-18.84,-4.06
2/1/2018,Thursday,N,N,N,3.205,1.8941,2.2047,-19.57,-12.29
2/2/2018,Friday,N,N,N,3.015,1.5548,1.8265,-21.14,-17.56
2/3/2018,Saturday,Y,N,Y,2.855,1.5548,1.8265,-24.68,-18.35
2/4/2018,Sunday,Y,N,Y,2.855,1.5548,1.8265,-25.59,-8.43
2/5/2018,Monday,N,N,N,2.855,1.5863,1.877,-21.4,-11.96
2/6/2018,Tuesday,N,N,N,2.79,1.5484,1.84,-19.74,-10.45
2/7/2018,Wednesday,N,N,N,2.745,1.5693,1.8663,-15.34,-8.65
2/8/2018,Thursday,N,N,N,2.725,1.7824,2.1296,-26.6,-15.19
2/9/2018,Friday,N,N,N,2.715,1.7242,2.0598,-29.83,-11.57
2/10/2018,Saturday,Y,N,Y,2.61,1.7242,2.0598,-21.91,-4.25
2/11/2018,Sunday,Y,N,Y,2.61,1.7242,2.0598,-25.07,-7.55
2/12/2018,Monday,N,N,N,2.61,1.5577,1.8621,-28.96,1.85
2/13/2018,Tuesday,N,N,N,2.56,1.6053,1.9173,0.71,9.07
2/14/2018,Wednesday,N,N,N,2.575,1.6073,1.9141,-14.91,4.02
2/15/2018,Thursday,N,N,N,2.505,1.6872,2.002,-20.04,-3.7
2/16/2018,Friday,N,N,N,2.49,1.626,1.9318,-10.14,-1.49
2/17/2018,Saturday,Y,N,Y,2.475,1.626,1.9318,-14.6,-9.66
2/18/2018,Sunday,Y,N,Y,2.475,1.626,1.9318,-22.45,-14.28
2/19/2018,Monday,N,Y,Y,2.475,1.626,1.9318,-23.43,-13.28
2/20/2018,Tuesday,N,N,N,2.475,1.7376,2.0787,-21.48,-9.58
2/21/2018,Wednesday,N,N,N,2.615,1.8779,2.2568,-23.49,-7.05
2/22/2018,Thursday,N,N,N,2.645,1.687,2.0317,-17.03,-6.34
2/23/2018,Friday,N,N,N,2.6,1.6257,1.9505,-21.04,0.14
2/24/2018,Saturday,Y,N,Y,2.55,1.6257,1.9505,-7.31,-0.81
2/25/2018,Sunday,Y,N,Y,2.55,1.6257,1.9505,-10.62,1.02
2/26/2018,Monday,N,N,N,2.55,1.5553,1.8712,-14.63,-0.73
2/27/2018,Tuesday,N,N,N,2.585,1.6279,1.9673,-9.62,1.12
2/28/2018,Wednesday,N,N,N,2.595,1.4472,1.7568,-11.35,1.48
3/1/2018,Thursday,N,N,N,2.61,1.5428,1.8774,-13.37,-5.48
3/2/2018,Friday,N,N,N,2.61,1.579,1.9281,-10.84,-7.7
3/3/2018,Saturday,Y,N,Y,2.63,1.579,1.9281,-13.67,-9.74
3/4/2018,Sunday,Y,N,Y,2.63,1.579,1.9281,-20.46,-9.85
3/5/2018,Monday,N,N,N,2.63,1.5018,1.8479,-23.32,-7.81
3/6/2018,Tuesday,N,N,N,2.665,1.5226,1.8607,-21.26,-5.88
3/7/2018,Wednesday,N,N,N,2.73,1.5525,1.912,-18.03,-5.12
3/8/2018,Thursday,N,N,N,2.77,1.6044,1.9672,-17.11,-6.44
3/9/2018,Friday,N,N,N,2.71,1.547,1.8803,-9.43,5.77
3/10/2018,Saturday,Y,N,Y,2.685,1.547,1.8803,-12.58,4.12
3/11/2018,Sunday,Y,N,Y,2.685,1.547,1.8803,-11.32,4.06
3/12/2018,Monday,N,N,N,2.685,1.6382,1.9929,-11.03,6.83
3/13/2018,Tuesday,N,N,N,2.765,1.5706,1.9246,-9.18,7.82
3/14/2018,Wednesday,N,N,N,2.765,1.6319,2.0025,-9.58,3.61
3/15/2018,Thursday,N,N,N,2.655,1.6141,1.9975,-7.26,-1.08
3/16/2018,Friday,N,N,N,2.665,1.5703,1.9491,-10.61,3.48
3/17/2018,Saturday,Y,N,Y,2.61,1.5703,1.9491,-3.81,1.43
3/18/2018,Sunday,Y,N,Y,2.61,1.5703,1.9491,-4.61,-0.48
3/19/2018,Monday,N,N,N,2.61,1.5603,1.9359,-8.01,4.85
3/20/2018,Tuesday,N,N,N,2.625,1.4772,1.8321,-6.47,7.2
3/21/2018,Wednesday,N,N,N,2.66,1.4701,1.8054,-4.81,4.01
3/22/2018,Thursday,N,N,N,2.7,1.582,1.9393,-7.61,-1.16
3/23/2018,Friday,N,N,N,2.62,1.5357,1.8731,-8.91,6.09
3/24/2018,Saturday,Y,N,Y,2.565,1.5357,1.8731,-6.1,2.41
3/25/2018,Sunday,Y,N,Y,2.565,1.5357,1.8731,-9.49,4.48
3/26/2018,Monday,N,N,N,2.565,1.4882,1.8149,-5.71,6.06
3/27/2018,Tuesday,N,N,N,2.58,1.6459,2.0036,-1.66,8.82
3/28/2018,Wednesday,N,N,N,2.6,1.6863,2.0597,-4.07,2.65
3/29/2018,Thursday,N,N,N,2.64,1.6892,2.0656,-8.76,-1.96
3/30/2018,Friday,N,Y,Y,2.64,1.6892,2.0656,-13.09,-8.04
3/31/2018,Saturday,Y,N,Y,2.64,1.6892,2.0656,-19.92,-9.63
4/1/2018,Sunday,Y,N,Y,2.755,1.6892,2.0656,-15.86,-6.92
4/2/2018,Monday,N,Y,Y,2.755,1.6618,2.0347,-12.7,-5.41
4/3/2018,Tuesday,N,N,N,2.72,1.4265,1.7303,-15.83,-3.95
4/4/2018,Wednesday,N,N,N,2.695,1.6312,1.9799,-13.08,0.16
4/5/2018,Thursday,N,N,N,2.77,1.6714,2.0245,-13.66,-6.85
4/6/2018,Friday,N,N,N,2.765,1.6845,2.0378,-15.99,-9.86
4/7/2018,Saturday,Y,N,Y,2.775,1.6845,2.0378,-14.76,-8.63
4/8/2018,Sunday,Y,N,Y,2.775,1.6845,2.0378,-9.79,-4.1
4/9/2018,Monday,N,N,N,2.775,0.5104,0.6145,-6.41,6.32
4/10/2018,Tuesday,N,N,N,2.715,1.1195,1.3381,-3.39,8.76
4/11/2018,Wednesday,N,N,N,2.69,1.2205,1.4555,-5,8.02
4/12/2018,Thursday,N,N,N,2.695,0.6407,0.7642,-3.98,-1.73
4/13/2018,Friday,N,N,N,2.71,0.6221,0.7433,-4,7.52
4/14/2018,Saturday,Y,N,Y,2.77,0.6221,0.7433,-2.7,10.27
4/15/2018,Sunday,Y,N,Y,2.77,0.6221,0.7433,-1.87,8.28
4/16/2018,Monday,N,N,N,2.77,1.0534,1.2562,-1.69,1.18
4/17/2018,Tuesday,N,N,N,2.82,1.0887,1.2946,-4.93,4
4/18/2018,Wednesday,N,N,N,2.83,0.5849,0.7003,-4.48,8.48
4/19/2018,Thursday,N,N,N,2.845,0.4772,0.5717,-4.68,9.75
4/20/2018,Friday,N,N,N,2.77,0.9922,1.1984,-0.47,12.48
4/21/2018,Saturday,Y,N,Y,2.72,0.9922,1.1984,1.45,14.22
4/22/2018,Sunday,Y,N,Y,2.72,0.9922,1.1984,0.26,11.04
4/23/2018,Monday,N,N,N,2.72,0.4755,0.5789,-1.56,13.39
4/24/2018,Tuesday,N,N,N,2.74,0.6811,0.8279,-0.23,20.61
4/25/2018,Wednesday,N,N,N,2.77,1.4019,1.7103,3.68,14.74
4/26/2018,Thursday,N,N,N,2.79,1.557,1.899,1.5,21.16
4/27/2018,Friday,N,N,N,2.805,1.5198,1.8527,2.81,22.86
4/28/2018,Saturday,Y,N,Y,2.77,1.5198,1.8527,2.67,26.16
4/29/2018,Sunday,Y,N,Y,2.77,1.5198,1.8527,1.82,17.48
4/30/2018,Monday,N,N,N,2.77,0.3537,0.4297,1.26,13.9
5/1/2018,Tuesday,N,N,N,2.68,0.1292,0.1576,4.38,12.98
5/2/2018,Wednesday,N,N,N,2.75,0.1057,0.1287,-0.58,19.99
5/3/2018,Thursday,N,N,N,2.735,0.1142,0.1394,2.91,21.74
5/4/2018,Friday,N,N,N,2.69,-0.0461,-0.0562,7.29,21.23
5/5/2018,Saturday,Y,N,Y,2.685,-0.0461,-0.0562,5.53,20.89
5/6/2018,Sunday,Y,N,Y,2.685,-0.0461,-0.0562,4.51,23.83
5/7/2018,Monday,N,N,N,2.685,0.4586,0.5586,8.65,23.73
5/8/2018,Tuesday,N,N,N,2.71,0.493,0.6058,11.81,22.72
5/9/2018,Wednesday,N,N,N,2.715,0.5471,0.6664,4.34,14.05
5/10/2018,Thursday,N,N,N,2.725,0.5133,0.6222,2.3,10.51
5/11/2018,Friday,N,N,N,2.735,0.21,0.2544,3.23,16.33
5/12/2018,Saturday,Y,N,Y,2.755,0.21,0.2544,3.17,22.12
5/13/2018,Sunday,Y,N,Y,2.755,0.21,0.2544,7.93,23.17
5/14/2018,Monday,N,N,N,2.755,0.1238,0.1498,7.48,27.7
5/15/2018,Tuesday,N,N,N,2.825,0.7374,0.8994,10.9,28.66
5/16/2018,Wednesday,N,N,N,2.835,1.5274,1.8572,11.73,25.01
5/17/2018,Thursday,N,N,N,2.775,1.5708,1.908,5.86,12.05
5/18/2018,Friday,N,N,N,2.72,1.3712,1.675,5.37,15.11
5/19/2018,Saturday,Y,N,Y,2.755,1.3712,1.675,3.32,16.63
5/20/2018,Sunday,Y,N,Y,2.755,1.3712,1.675,3.29,24.54
5/21/2018,Monday,N,Y,Y,2.755,1.3712,1.675,8.9,23.33
5/22/2018,Tuesday,N,N,N,2.77,1.0239,1.2399,9.47,26.02
5/23/2018,Wednesday,N,N,N,2.785,1.6263,1.9859,8.7,26.91
5/24/2018,Thursday,N,N,N,2.86,1.5842,1.9382,11.36,27.1
5/25/2018,Friday,N,N,N,2.87,1.3662,1.6795,8.46,27.5
5/26/2018,Saturday,Y,N,Y,2.89,1.3662,1.6795,10.82,23.16
5/27/2018,Sunday,Y,N,Y,2.89,1.3662,1.6795,8.27,24.75
5/28/2018,Monday,N,N,N,2.89,1.3662,1.6795,9.71,29.12
5/29/2018,Tuesday,N,N,N,2.89,1.4516,1.7924,7.96,17.19
5/30/2018,Wednesday,N,N,N,2.825,1.4817,1.8035,6.1,15.71
5/31/2018,Thursday,N,N,N,2.83,1.5459,1.9002,5.23,7.92
6/1/2018,Friday,N,N,N,2.885,1.0674,1.31,5.6,15.5
6/2/2018,Saturday,Y,N,Y,2.895,1.0674,1.31,3.54,20.83
6/3/2018,Sunday,Y,N,Y,2.895,1.0674,1.31,5,23.52
6/4/2018,Monday,N,N,N,2.895,-0.017,-0.0208,6.57,19.78
6/5/2018,Tuesday,N,N,N,2.905,0.4182,0.5156,2.97,19.78
6/6/2018,Wednesday,N,N,N,2.865,0.8571,1.0486,5.33,23.35
6/7/2018,Thursday,N,N,N,2.85,0.806,0.9922,8.16,26.1
6/8/2018,Friday,N,N,N,2.93,0.5238,0.6434,10.92,27.3
6/9/2018,Saturday,Y,N,Y,2.86,0.5238,0.6434,12.12,25.92
6/10/2018,Sunday,Y,N,Y,2.86,0.5238,0.6434,5.18,12.64
6/11/2018,Monday,N,N,N,2.86,0.2774,0.3414,4.61,16.74
6/12/2018,Tuesday,N,N,N,2.95,0.715,0.8802,8.14,19.58
6/13/2018,Wednesday,N,N,N,2.92,1.0412,1.2793,10.34,22.03
6/14/2018,Thursday,N,N,N,2.94,0.7514,0.9309,7.42,12.77
6/15/2018,Friday,N,N,N,2.955,0.5213,0.6507,5.27,17.34
6/16/2018,Saturday,Y,N,Y,2.975,0.5213,0.6507,8.71,15.79
6/17/2018,Sunday,Y,N,Y,2.975,0.5213,0.6507,4.76,21.49
6/18/2018,Monday,N,N,N,2.975,-0.0248,-0.0311,7.41,21.51
6/19/2018,Tuesday,N,N,N,2.97,0.2669,0.3356,8.4,24.66
6/20/2018,Wednesday,N,N,N,2.905,0.7029,0.8857,9.8,26.62
6/21/2018,Thursday,N,N,N,2.95,1.1375,1.4366,10.78,26.05
6/22/2018,Friday,N,N,N,3,1.2846,1.6217,10.33,24.06
6/23/2018,Saturday,Y,N,Y,2.94,1.2846,1.6217,12.26,20.47
6/24/2018,Sunday,Y,N,Y,2.94,1.2846,1.6217,10.94,25.14
6/25/2018,Monday,N,N,N,2.94,1.2864,1.6233,11.92,26.81
6/26/2018,Tuesday,N,N,N,2.93,0.7632,0.9615,8.71,19.5
6/27/2018,Wednesday,N,N,N,2.93,0.5689,0.7171,6.73,23.11
6/28/2018,Thursday,N,N,N,2.995,0.9143,1.1487,9.05,19.22
6/29/2018,Friday,N,N,N,2.965,1.2909,1.608,8.69,18.9
6/30/2018,Saturday,Y,N,Y,2.965,1.2909,1.608,6.52,21.66
7/1/2018,Sunday,Y,Y,Y,2.9,1.2909,1.608,7.77,20.74
7/2/2018,Monday,N,Y,Y,2.9,1.2909,1.608,5.92,15.88
7/3/2018,Tuesday,N,N,N,2.87,0.9766,1.2176,7.67,15.21
7/4/2018,Wednesday,N,N,N,2.865,0.9766,1.2176,8.88,19.33
7/5/2018,Thursday,N,N,N,2.865,1.1079,1.3784,8.59,25.61
7/6/2018,Friday,N,N,N,2.86,0.877,1.0881,12.33,32.77
7/7/2018,Saturday,Y,N,Y,2.85,0.877,1.0881,11.44,24.52
7/8/2018,Sunday,Y,N,Y,2.85,0.877,1.0881,6.89,24.55
7/9/2018,Monday,N,N,N,2.85,0.9785,1.216,9.43,27.78
7/10/2018,Tuesday,N,N,N,2.855,1.2895,1.6035,9.92,21.65
7/11/2018,Wednesday,N,N,N,2.845,1.4072,1.7511,12.67,25.06
7/12/2018,Thursday,N,N,N,2.835,1.3078,1.6312,9.88,26.89
7/13/2018,Friday,N,N,N,2.84,1.0059,1.2557,10.24,31.42
7/14/2018,Saturday,Y,N,Y,2.8,1.0059,1.2557,7.34,21.06
7/15/2018,Sunday,Y,N,Y,2.8,1.0059,1.2557,6.7,26.17
7/16/2018,Monday,N,N,N,2.8,0.7082,0.8814,9.9,30.33
7/17/2018,Tuesday,N,N,N,2.74,0.9571,1.1973,12.66,30.9
7/18/2018,Wednesday,N,N,N,2.785,1.2119,1.5168,13.19,24.52
7/19/2018,Thursday,N,N,N,2.725,1.0761,1.3538,11.93,25.7
7/20/2018,Friday,N,N,N,2.715,0.6993,0.872,9.9,29.35
7/21/2018,Saturday,Y,N,Y,2.76,0.6993,0.872,7.82,24.02
7/22/2018,Sunday,Y,N,Y,2.76,0.6993,0.872,9.41,22.56
7/23/2018,Monday,N,N,N,2.76,1.214,1.513,8.65,22.48
7/24/2018,Tuesday,N,N,N,2.705,1.3348,1.6656,11.16,15.43
7/25/2018,Wednesday,N,N,N,2.72,1.2607,1.5659,8.31,22.07
7/26/2018,Thursday,N,N,N,2.775,1.1467,1.4219,10.24,24.25
7/27/2018,Friday,N,N,N,2.775,0.604,0.7475,8.79,22.43
7/28/2018,Saturday,Y,N,Y,2.78,0.604,0.7475,7.78,25.59
7/29/2018,Sunday,Y,N,Y,2.78,0.604,0.7475,9.76,28.29
7/30/2018,Monday,N,N,N,2.78,1.1107,1.37,10.89,31.93
7/31/2018,Tuesday,N,N,N,2.755,1.0619,1.3104,11.21,25.82
8/1/2018,Wednesday,N,N,N,2.815,0.9465,1.1669,13.3,29.28
8/2/2018,Thursday,N,N,N,2.8,1.0325,1.2727,12.64,22.74
8/3/2018,Friday,N,N,N,2.79,0.642,0.7896,11.05,24.41
8/4/2018,Saturday,Y,N,Y,2.84,0.642,0.7896,12.76,17.3
8/5/2018,Sunday,Y,N,Y,2.84,0.642,0.7896,10.61,23.57
8/6/2018,Monday,N,Y,Y,2.84,0.642,0.7896,9.84,28.82
8/7/2018,Tuesday,N,N,N,2.865,1.0975,1.3541,14.62,28.91
8/8/2018,Wednesday,N,N,N,2.925,0.624,0.7726,10.14,29.74
8/9/2018,Thursday,N,N,N,2.97,1.0743,1.3282,12.1,34.02
8/10/2018,Friday,N,N,N,2.985,0.8049,1.0013,14.65,36.58
8/11/2018,Saturday,Y,N,Y,2.92,0.8049,1.0013,13.61,24.71
8/12/2018,Sunday,Y,N,Y,2.92,0.8049,1.0013,8.32,19.23
8/13/2018,Monday,N,N,N,2.92,0.8978,1.118,7.87,20.85
8/14/2018,Tuesday,N,N,N,2.92,1.1325,1.407,7.8,29.48
8/15/2018,Wednesday,N,N,N,2.975,1.2186,1.5195,12.95,25.35
8/16/2018,Thursday,N,N,N,3.01,1.0349,1.2895,8.79,28.31
8/17/2018,Friday,N,N,N,2.985,0.2657,0.3294,10.23,28.22
8/18/2018,Saturday,Y,N,Y,2.965,0.2657,0.3294,7.36,19.1
8/19/2018,Sunday,Y,N,Y,2.965,0.2657,0.3294,3.58,19.22
8/20/2018,Monday,N,N,N,2.965,0.6579,0.8157,9.81,19.48
8/21/2018,Tuesday,N,N,N,2.985,0.3343,0.4134,4.88,26.21
8/22/2018,Wednesday,N,N,N,3.01,1.0498,1.2949,9.02,31.39
8/23/2018,Thursday,N,N,N,2.99,0.9016,1.1157,10.13,27.89
8/24/2018,Friday,N,N,N,2.965,0.1492,0.1841,7.43,15.95
8/25/2018,Saturday,Y,N,Y,2.965,0.1492,0.1841,4.8,19.56
8/26/2018,Sunday,Y,N,Y,2.965,0.1492,0.1841,7.03,20.08
8/27/2018,Monday,N,N,N,2.965,0.8968,1.1022,4.94,13.21
8/28/2018,Tuesday,N,N,N,2.95,0.7261,0.8892,2.83,20.82
8/29/2018,Wednesday,N,N,N,2.93,0.6152,0.7546,10.04,20.99
8/30/2018,Thursday,N,N,N,2.96,0.1658,0.2042,7.39,20.6
8/31/2018,Friday,N,N,N,2.9,0.4921,0.6098,4.21,20.25
9/1/2018,Saturday,Y,N,Y,2.93,0.4921,0.6098,6.23,16.43
9/2/2018,Sunday,Y,N,Y,2.93,0.4921,0.6098,3.78,20.69
9/3/2018,Monday,N,Y,Y,2.93,0.4921,0.6098,6.14,14.91
9/4/2018,Tuesday,N,N,N,2.93,0.8492,1.061,4.9,14.46
9/5/2018,Wednesday,N,N,N,2.96,0.8831,1.1038,1.37,20.84
9/6/2018,Thursday,N,N,N,2.945,0.7767,0.9728,3.62,24.88
9/7/2018,Friday,N,N,N,2.875,0.2495,0.3115,6.77,27.74
9/8/2018,Saturday,Y,N,Y,2.835,0.2495,0.3115,8.71,22.52
9/9/2018,Sunday,Y,N,Y,2.835,0.2495,0.3115,8.16,16.21
9/10/2018,Monday,N,N,N,2.835,0.9363,1.168,4.47,17.47
9/11/2018,Tuesday,N,N,N,2.85,0.746,0.9288,3.23,17.45
9/12/2018,Wednesday,N,N,N,2.89,1.0858,1.3384,-0.17,7.72
9/13/2018,Thursday,N,N,N,2.93,1.138,1.403,-2.46,2.3
9/14/2018,Friday,N,N,N,2.93,1.2271,1.5164,-2.21,3.81
9/15/2018,Saturday,Y,N,Y,2.855,1.2271,1.5164,1.53,4.71
9/16/2018,Sunday,Y,N,Y,2.855,1.2271,1.5164,0.35,4.33
9/17/2018,Monday,N,N,N,2.855,0.8059,0.9943,1.41,12.07
9/18/2018,Tuesday,N,N,N,2.905,0.817,1.0052,2.6,6.54
9/19/2018,Wednesday,N,N,N,2.97,1.1778,1.4443,2.73,10.78
9/20/2018,Thursday,N,N,N,3.055,1.0967,1.343,0.25,9.51
9/21/2018,Friday,N,N,N,3,1.1248,1.3767,-0.44,5.45
9/22/2018,Saturday,Y,N,Y,3.02,1.1248,1.3767,-1.93,1.48
9/23/2018,Sunday,Y,N,Y,3.02,1.1248,1.3767,-0.29,7.03
9/24/2018,Monday,N,N,N,3.02,1.3088,1.6046,3.52,12.8
9/25/2018,Tuesday,N,N,N,3.04,1.4908,1.8289,2.69,16.82
9/26/2018,Wednesday,N,N,N,3.13,1.6735,2.0562,4.78,14.81
9/27/2018,Thursday,N,N,N,3.13,1.8805,2.3232,0.67,5.11
9/28/2018,Friday,N,N,N,3.07,1.8367,2.2498,-0.98,7.26
9/29/2018,Saturday,Y,N,Y,3.07,1.8367,2.2498,-1.64,2.83
9/30/2018,Sunday,Y,N,Y,3.07,1.8367,2.2498,-3.64,-0.08
10/1/2018,Monday,N,N,N,2.99,1.8516,2.2462,-2.41,0.27
10/2/2018,Tuesday,N,N,N,3.105,2.095,2.5448,-4.48,-1.93
10/3/2018,Wednesday,N,N,N,3.14,1.9845,2.4124,-10.61,1.39
10/4/2018,Thursday,N,N,N,3.255,2.1107,2.5814,-5.67,1.76
10/5/2018,Friday,N,N,N,3.3,2.0409,2.5047,-6.58,7.06
10/6/2018,Saturday,Y,N,Y,3.245,2.0409,2.5047,-4.51,8.97
10/7/2018,Sunday,Y,N,Y,3.245,2.0409,2.5047,-4.14,10.43
10/8/2018,Monday,N,Y,Y,3.245,2.0409,2.5047,-3.23,1.1
10/9/2018,Tuesday,N,N,N,3.295,2.1133,2.5956,-4.88,-3
10/10/2018,Wednesday,N,N,N,3.365,1.6828,2.0712,-4.2,-0.43
10/11/2018,Thursday,N,N,N,3.37,1.447,1.7881,-1.91,4.27
10/12/2018,Friday,N,N,N,3.185,1.1502,1.4197,-1.1,13.43
10/13/2018,Saturday,Y,N,Y,3.2,1.1502,1.4197,-3.35,0.65
10/14/2018,Sunday,Y,N,Y,3.2,1.1502,1.4197,-6.1,11.28
10/15/2018,Monday,N,N,N,3.2,2.19,2.6915,2.76,17.42
10/16/2018,Tuesday,N,N,N,3.255,0.6083,0.746,0.96,19.06
10/17/2018,Wednesday,N,N,N,3.27,0.3312,0.4077,2.22,21.21
10/18/2018,Thursday,N,N,N,3.305,0.0922,0.1141,3.2,16.97
10/19/2018,Friday,N,N,N,3.28,-0.1517,-0.1884,-1.78,13.98
10/20/2018,Saturday,Y,N,Y,3.205,-0.1517,-0.1884,0.29,20.2
10/21/2018,Sunday,Y,N,Y,3.205,-0.1517,-0.1884,-2.51,11.99
10/22/2018,Monday,N,N,N,3.205,0.8022,0.9964,-3.53,12.93
10/23/2018,Tuesday,N,N,N,3.205,0.5443,0.6759,-2.82,17.67
10/24/2018,Wednesday,N,N,N,3.225,-0.1432,-0.1763,2.08,16.25
10/25/2018,Thursday,N,N,N,3.355,0.6642,0.8226,-0.39,15.05
10/26/2018,Friday,N,N,N,3.315,0.2937,0.3646,-1.72,16.29
10/27/2018,Saturday,Y,N,Y,3.2,0.2937,0.3646,-0.62,12.52
10/28/2018,Sunday,Y,N,Y,3.2,0.2937,0.3646,-0.99,12.92
10/29/2018,Monday,N,N,N,3.2,0.3385,0.4213,-1.64,11.25
10/30/2018,Tuesday,N,N,N,3.17,0.4856,0.6045,-1.88,11.52
10/31/2018,Wednesday,N,N,N,3.22,0.6615,0.8235,-0.36,10.99
11/1/2018,Thursday,N,N,N,3.29,0.2618,0.3253,0.96,5.97
11/2/2018,Friday,N,N,N,3.32,0.4768,0.5924,-0.74,2.31
11/3/2018,Saturday,Y,N,Y,3.22,0.4768,0.5924,-3.16,11.97
11/4/2018,Sunday,Y,N,Y,3.22,0.4768,0.5924,-2.91,12.62
11/5/2018,Monday,N,N,N,3.22,1.8589,2.308,-8.27,-2.91
11/6/2018,Tuesday,N,N,N,3.49,2.2793,2.8373,-10.24,-6.92
11/7/2018,Wednesday,N,N,N,3.505,2.5025,3.1095,-12.29,-4.38
11/8/2018,Thursday,N,N,N,3.51,2.4564,3.0538,-13.74,-1.38
11/9/2018,Friday,N,N,N,3.605,2.2222,2.7864,-11.57,7.44
11/10/2018,Saturday,Y,N,Y,3.78,2.2222,2.7864,-3.22,2.09
11/11/2018,Sunday,Y,Y,Y,3.78,2.2222,2.7864,-7.81,-1.22
11/12/2018,Monday,N,N,N,3.78,1.9527,2.4485,-9.5,7.61
11/13/2018,Tuesday,N,N,N,3.94,1.6954,2.125,-1.1,13.79
11/14/2018,Wednesday,N,N,N,4.035,1.9812,2.4862,-0.43,10.86
11/15/2018,Thursday,N,N,N,4.59,1.9674,2.4597,-2.28,8.68
11/16/2018,Friday,N,N,N,4.615,1.4646,1.8285,-14.79,2.44
11/17/2018,Saturday,Y,N,Y,4.27,1.4646,1.8285,-15.97,1.73
11/18/2018,Sunday,Y,N,Y,4.27,1.4646,1.8285,-4.42,5.3
11/19/2018,Monday,N,N,N,4.27,1.1214,1.4018,-2.97,10.63
11/20/2018,Tuesday,N,N,N,4.585,1.183,1.4853,-0.91,13.16
11/21/2018,Wednesday,N,N,N,4.7,0.9639,1.2129,-1.94,9.02
11/22/2018,Thursday,N,N,N,4.68,0.9639,1.2129,-2.85,10.97
11/23/2018,Friday,N,N,N,4.68,0.9639,1.2129,-5.38,1.05
11/24/2018,Saturday,Y,N,Y,4.68,0.9639,1.2129,-11.08,-2.62
11/25/2018,Sunday,Y,N,Y,4.68,0.9639,1.2129,-9.09,1.15
11/26/2018,Monday,N,N,N,4.68,0.7586,0.9518,-8.94,6.11
11/27/2018,Tuesday,N,N,N,4.235,0.1927,0.2431,1.38,9.91
11/28/2018,Wednesday,N,N,N,4.32,0.2646,0.3339,-2.29,8.61
11/29/2018,Thursday,N,N,N,4.435,0.3176,0.3997,-7.15,5.93
11/30/2018,Friday,N,N,N,4.5,1.2089,1.5221,-9.09,1.8
12/1/2018,Saturday,Y,N,Y,4.565,1.2089,1.5221,-5.32,-2.72
12/2/2018,Sunday,Y,N,Y,4.565,1.2089,1.5221,-5.95,-2.27
12/3/2018,Monday,N,N,N,4.565,1.2074,1.5098,-10.29,-2.35
