Date,Open,High,Low,Close*,Adj Close**,Volume
27-Feb-17,"2,365.23","2,371.54","2,361.87","2,369.75","2,369.75","3,584,680,000"
28-Feb-17,"2,366.08","2,367.79","2,358.96","2,363.64","2,363.64","4,212,460,000"
1-Mar-17,"2,380.13","2,400.98","2,380.13","2,395.96","2,395.96","4,347,630,000"
2-Mar-17,"2,394.75","2,394.75","2,380.17","2,381.92","2,381.92","3,824,030,000"
3-Mar-17,"2,380.92","2,383.89","2,375.39","2,383.12","2,383.12","3,556,670,000"
6-Mar-17,"2,375.23","2,378.80","2,367.98","2,375.31","2,375.31","3,251,800,000"
7-Mar-17,"2,370.74","2,375.12","2,365.51","2,368.39","2,368.39","3,526,300,000"
8-Mar-17,"2,369.81","2,373.09","2,361.01","2,362.98","2,362.98","3,814,080,000"
9-Mar-17,"2,363.49","2,369.08","2,354.54","2,364.87","2,364.87","3,718,450,000"
10-Mar-17,"2,372.52","2,376.86","2,363.04","2,372.60","2,372.60","3,434,400,000"
13-Mar-17,"2,371.56","2,374.42","2,368.52","2,373.47","2,373.47","3,166,650,000"
14-Mar-17,"2,368.55","2,368.55","2,358.18","2,365.45","2,365.45","3,173,760,000"
15-Mar-17,"2,370.34","2,390.01","2,368.94","2,385.26","2,385.26","3,909,490,000"
16-Mar-17,"2,387.71","2,388.10","2,377.18","2,381.38","2,381.38","3,368,880,000"
17-Mar-17,"2,383.71","2,385.71","2,377.64","2,378.25","2,378.25","5,179,820,000"
20-Mar-17,"2,378.24","2,379.55","2,369.66","2,373.47","2,373.47","3,061,560,000"
21-Mar-17,"2,379.32","2,381.93","2,341.90","2,344.02","2,344.02","4,278,890,000"
22-Mar-17,"2,343.00","2,351.81","2,336.45","2,348.45","2,348.45","3,575,160,000"
23-Mar-17,"2,345.97","2,358.92","2,342.13","2,345.96","2,345.96","3,262,400,000"
24-Mar-17,"2,350.42","2,356.22","2,335.74","2,343.98","2,343.98","2,978,530,000"
27-Mar-17,"2,329.11","2,344.90","2,322.25","2,341.59","2,341.59","3,242,300,000"
28-Mar-17,"2,339.79","2,363.78","2,337.63","2,358.57","2,358.57","3,369,120,000"
29-Mar-17,"2,356.54","2,363.36","2,352.94","2,361.13","2,361.13","3,107,670,000"
30-Mar-17,"2,361.31","2,370.42","2,358.58","2,368.06","2,368.06","3,159,680,000"
31-Mar-17,"2,364.82","2,370.35","2,362.60","2,362.72","2,362.72","3,356,740,000"
3-Apr-17,"2,362.34","2,365.87","2,344.73","2,358.84","2,358.84","3,418,730,000"
4-Apr-17,"2,354.76","2,360.53","2,350.72","2,360.16","2,360.16","3,208,340,000"
5-Apr-17,"2,366.59","2,378.36","2,350.52","2,352.95","2,352.95","3,780,650,000"
6-Apr-17,"2,353.79","2,364.16","2,348.90","2,357.49","2,357.49","3,203,250,000"
7-Apr-17,"2,356.59","2,363.76","2,350.74","2,355.54","2,355.54","3,054,700,000"
10-Apr-17,"2,357.16","2,366.37","2,351.50","2,357.16","2,357.16","2,792,570,000"
11-Apr-17,"2,353.92","2,355.22","2,337.25","2,353.78","2,353.78","3,120,900,000"
12-Apr-17,"2,352.15","2,352.72","2,341.18","2,344.93","2,344.93","3,201,300,000"
13-Apr-17,"2,341.98","2,348.26","2,328.95","2,328.95","2,328.95","3,146,380,000"
17-Apr-17,"2,332.62","2,349.14","2,332.51","2,349.01","2,349.01","2,826,890,000"
18-Apr-17,"2,342.53","2,348.35","2,334.54","2,342.19","2,342.19","3,272,210,000"
19-Apr-17,"2,346.79","2,352.63","2,335.05","2,338.17","2,338.17","3,521,160,000"
20-Apr-17,"2,342.69","2,361.37","2,340.91","2,355.84","2,355.84","3,648,990,000"
21-Apr-17,"2,354.74","2,356.18","2,344.51","2,348.69","2,348.69","3,524,160,000"
24-Apr-17,"2,370.33","2,376.98","2,369.19","2,374.15","2,374.15","3,711,170,000"
25-Apr-17,"2,381.51","2,392.48","2,381.15","2,388.61","2,388.61","4,005,820,000"
26-Apr-17,"2,388.98","2,398.16","2,386.78","2,387.45","2,387.45","4,111,350,000"
27-Apr-17,"2,389.70","2,392.10","2,382.68","2,388.77","2,388.77","4,099,940,000"
28-Apr-17,"2,393.68","2,393.68","2,382.36","2,384.20","2,384.20","3,721,350,000"
1-May-17,"2,388.50","2,394.49","2,384.83","2,388.33","2,388.33","3,201,500,000"
2-May-17,"2,391.05","2,392.93","2,385.82","2,391.17","2,391.17","3,861,360,000"
3-May-17,"2,386.50","2,389.82","2,379.75","2,388.13","2,388.13","3,896,760,000"
4-May-17,"2,389.79","2,391.43","2,380.35","2,389.52","2,389.52","4,367,860,000"
5-May-17,"2,392.37","2,399.29","2,389.38","2,399.29","2,399.29","3,543,240,000"
8-May-17,"2,399.94","2,401.36","2,393.92","2,399.38","2,399.38","3,429,990,000"
9-May-17,"2,401.58","2,403.87","2,392.44","2,396.92","2,396.92","3,657,840,000"
10-May-17,"2,396.79","2,399.74","2,392.79","2,399.63","2,399.63","3,649,370,000"
11-May-17,"2,394.84","2,395.72","2,381.74","2,394.44","2,394.44","3,727,710,000"
12-May-17,"2,392.44","2,392.44","2,387.19","2,390.90","2,390.90","3,304,620,000"
15-May-17,"2,393.98","2,404.05","2,393.94","2,402.32","2,402.32","3,490,080,000"
16-May-17,"2,404.55","2,405.77","2,396.05","2,400.67","2,400.67","3,421,810,000"
17-May-17,"2,382.95","2,384.87","2,356.21","2,357.03","2,357.03","4,164,760,000"
18-May-17,"2,354.69","2,375.74","2,352.72","2,365.72","2,365.72","4,319,440,000"
19-May-17,"2,371.37","2,389.06","2,370.43","2,381.73","2,381.73","3,831,700,000"
22-May-17,"2,387.21","2,395.46","2,386.92","2,394.02","2,394.02","3,176,580,000"
23-May-17,"2,397.04","2,400.85","2,393.88","2,398.42","2,398.42","3,216,560,000"
24-May-17,"2,401.41","2,405.58","2,397.99","2,404.39","2,404.39","3,389,240,000"
25-May-17,"2,409.54","2,418.71","2,408.01","2,415.07","2,415.07","3,538,210,000"
26-May-17,"2,414.50","2,416.68","2,412.20","2,415.82","2,415.82","2,806,930,000"
30-May-17,"2,411.67","2,415.26","2,409.43","2,412.91","2,412.91","3,205,860,000"
31-May-17,"2,415.63","2,415.99","2,403.59","2,411.80","2,411.80","4,518,040,000"
1-Jun-17,"2,415.65","2,430.06","2,413.54","2,430.06","2,430.06","3,860,620,000"
2-Jun-17,"2,431.28","2,440.23","2,427.71","2,439.07","2,439.07","3,465,500,000"
5-Jun-17,"2,437.83","2,439.55","2,434.32","2,436.10","2,436.10","2,916,720,000"
6-Jun-17,"2,431.92","2,436.21","2,428.12","2,429.33","2,429.33","3,376,750,000"
7-Jun-17,"2,432.03","2,435.28","2,424.75","2,433.14","2,433.14","3,576,220,000"
8-Jun-17,"2,434.27","2,439.27","2,427.94","2,433.79","2,433.79","3,735,980,000"
9-Jun-17,"2,436.39","2,446.20","2,415.70","2,431.77","2,431.77","4,029,860,000"
12-Jun-17,"2,425.88","2,430.38","2,419.97","2,429.39","2,429.39","4,031,840,000"
13-Jun-17,"2,434.15","2,441.49","2,431.28","2,440.35","2,440.35","3,278,240,000"
14-Jun-17,"2,443.75","2,443.75","2,428.34","2,437.92","2,437.92","3,558,640,000"
15-Jun-17,"2,424.14","2,433.95","2,418.53","2,432.46","2,432.46","3,371,980,000"
16-Jun-17,"2,431.24","2,433.15","2,422.88","2,433.15","2,433.15","5,299,380,000"
19-Jun-17,"2,442.55","2,453.82","2,441.79","2,453.46","2,453.46","3,271,480,000"
20-Jun-17,"2,450.66","2,450.66","2,436.60","2,437.03","2,437.03","3,422,700,000"
21-Jun-17,"2,439.31","2,442.23","2,430.74","2,435.61","2,435.61","3,599,190,000"
22-Jun-17,"2,437.40","2,441.62","2,433.27","2,434.50","2,434.50","3,477,250,000"
23-Jun-17,"2,434.65","2,441.40","2,431.11","2,438.30","2,438.30","5,282,460,000"
26-Jun-17,"2,443.32","2,450.42","2,437.03","2,439.07","2,439.07","3,243,660,000"
27-Jun-17,"2,436.34","2,440.15","2,419.38","2,419.38","2,419.38","3,564,770,000"
28-Jun-17,"2,428.70","2,442.97","2,428.02","2,440.69","2,440.69","3,479,980,000"
29-Jun-17,"2,442.38","2,442.73","2,405.70","2,419.70","2,419.70","3,869,560,000"
30-Jun-17,"2,429.20","2,432.71","2,421.65","2,423.41","2,423.41","3,366,030,000"
3-Jul-17,"2,431.39","2,439.17","2,428.69","2,429.01","2,429.01","1,901,480,000"
5-Jul-17,"2,430.78","2,434.90","2,422.05","2,432.54","2,432.54","3,368,150,000"
6-Jul-17,"2,423.44","2,424.28","2,407.70","2,409.75","2,409.75","3,368,710,000"
7-Jul-17,"2,413.52","2,426.92","2,413.52","2,425.18","2,425.18","2,929,390,000"
10-Jul-17,"2,424.51","2,432.00","2,422.27","2,427.43","2,427.43","3,009,880,000"
11-Jul-17,"2,427.35","2,429.30","2,412.79","2,425.53","2,425.53","3,108,800,000"
12-Jul-17,"2,435.75","2,445.76","2,435.75","2,443.25","2,443.25","3,176,900,000"
13-Jul-17,"2,444.99","2,449.32","2,441.69","2,447.83","2,447.83","3,068,510,000"
14-Jul-17,"2,449.16","2,463.54","2,446.69","2,459.27","2,459.27","2,738,460,000"
17-Jul-17,"2,459.50","2,462.82","2,457.16","2,459.14","2,459.14","2,800,580,000"
18-Jul-17,"2,455.88","2,460.92","2,450.34","2,460.61","2,460.61","2,974,090,000"
19-Jul-17,"2,463.85","2,473.83","2,463.85","2,473.83","2,473.83","3,063,810,000"
20-Jul-17,"2,475.56","2,477.62","2,468.43","2,473.45","2,473.45","3,223,820,000"
21-Jul-17,"2,467.40","2,472.54","2,465.06","2,472.54","2,472.54","3,066,880,000"
24-Jul-17,"2,472.04","2,473.10","2,466.32","2,469.91","2,469.91","3,019,920,000"
25-Jul-17,"2,477.88","2,481.24","2,474.91","2,477.13","2,477.13","4,116,360,000"
26-Jul-17,"2,479.97","2,481.69","2,474.94","2,477.83","2,477.83","3,597,830,000"
27-Jul-17,"2,482.76","2,484.04","2,459.93","2,475.42","2,475.42","4,035,740,000"
28-Jul-17,"2,469.12","2,473.53","2,464.66","2,472.10","2,472.10","3,302,850,000"
31-Jul-17,"2,475.94","2,477.96","2,468.53","2,470.30","2,470.30","3,475,930,000"
1-Aug-17,"2,477.10","2,478.51","2,471.14","2,476.35","2,476.35","3,470,260,000"
2-Aug-17,"2,480.38","2,480.38","2,466.48","2,477.57","2,477.57","3,487,150,000"
3-Aug-17,"2,476.03","2,476.03","2,468.85","2,472.16","2,472.16","3,662,410,000"
4-Aug-17,"2,476.88","2,480.00","2,472.08","2,476.83","2,476.83","3,239,980,000"
7-Aug-17,"2,477.14","2,480.95","2,475.88","2,480.91","2,480.91","2,935,130,000"
8-Aug-17,"2,478.35","2,490.87","2,470.32","2,474.92","2,474.92","3,347,480,000"
9-Aug-17,"2,465.35","2,474.41","2,462.08","2,474.02","2,474.02","3,310,960,000"
10-Aug-17,"2,465.38","2,465.38","2,437.75","2,438.21","2,438.21","3,635,820,000"
11-Aug-17,"2,441.04","2,448.09","2,437.85","2,441.32","2,441.32","3,161,830,000"
14-Aug-17,"2,454.96","2,468.22","2,454.96","2,465.84","2,465.84","2,824,320,000"
15-Aug-17,"2,468.66","2,468.90","2,461.61","2,464.61","2,464.61","2,922,430,000"
16-Aug-17,"2,468.63","2,474.93","2,463.86","2,468.11","2,468.11","2,956,570,000"
17-Aug-17,"2,462.95","2,465.02","2,430.01","2,430.01","2,430.01","3,164,950,000"
18-Aug-17,"2,427.64","2,440.27","2,420.69","2,425.55","2,425.55","3,426,970,000"
21-Aug-17,"2,425.50","2,430.58","2,417.35","2,428.37","2,428.37","2,803,650,000"
22-Aug-17,"2,433.75","2,454.77","2,433.67","2,452.51","2,452.51","2,780,990,000"
23-Aug-17,"2,444.88","2,448.91","2,441.42","2,444.04","2,444.04","2,796,950,000"
24-Aug-17,"2,447.91","2,450.39","2,436.19","2,438.97","2,438.97","2,849,680,000"
25-Aug-17,"2,444.72","2,453.96","2,442.22","2,443.05","2,443.05","2,593,350,000"
28-Aug-17,"2,447.35","2,449.12","2,439.03","2,444.24","2,444.24","2,682,920,000"
29-Aug-17,"2,431.94","2,449.19","2,428.20","2,446.30","2,446.30","2,739,460,000"
30-Aug-17,"2,446.06","2,460.31","2,443.77","2,457.59","2,457.59","2,637,780,000"
31-Aug-17,"2,462.65","2,475.01","2,462.65","2,471.65","2,471.65","3,353,860,000"
1-Sep-17,"2,474.42","2,480.38","2,473.85","2,476.55","2,476.55","2,712,780,000"
5-Sep-17,"2,470.35","2,471.97","2,446.55","2,457.85","2,457.85","3,502,190,000"
6-Sep-17,"2,463.83","2,469.64","2,459.20","2,465.54","2,465.54","3,400,200,000"
7-Sep-17,"2,468.06","2,468.62","2,460.29","2,465.10","2,465.10","3,365,780,000"
8-Sep-17,"2,462.25","2,467.11","2,459.40","2,461.43","2,461.43","3,308,360,000"
11-Sep-17,"2,474.52","2,488.95","2,474.52","2,488.11","2,488.11","3,293,460,000"
12-Sep-17,"2,491.94","2,496.77","2,490.37","2,496.48","2,496.48","3,234,280,000"
13-Sep-17,"2,493.89","2,498.37","2,492.14","2,498.37","2,498.37","3,371,370,000"
14-Sep-17,"2,494.56","2,498.43","2,491.35","2,495.62","2,495.62","3,422,470,000"
15-Sep-17,"2,495.67","2,500.23","2,493.16","2,500.23","2,500.23","4,862,970,000"
18-Sep-17,"2,502.51","2,508.32","2,499.92","2,503.87","2,503.87","3,204,700,000"
19-Sep-17,"2,506.29","2,507.84","2,503.19","2,506.65","2,506.65","3,253,760,000"
20-Sep-17,"2,506.84","2,508.85","2,496.67","2,508.24","2,508.24","3,584,570,000"
21-Sep-17,"2,507.16","2,507.16","2,499.00","2,500.60","2,500.60","2,965,590,000"
22-Sep-17,"2,497.26","2,503.47","2,496.54","2,502.22","2,502.22","2,877,980,000"
25-Sep-17,"2,499.39","2,502.54","2,488.03","2,496.66","2,496.66","3,314,530,000"
26-Sep-17,"2,501.04","2,503.51","2,495.12","2,496.84","2,496.84","3,070,770,000"
27-Sep-17,"2,503.30","2,511.75","2,495.91","2,507.04","2,507.04","3,485,070,000"
28-Sep-17,"2,503.41","2,510.81","2,502.93","2,510.06","2,510.06","3,173,030,000"
29-Sep-17,"2,509.96","2,519.44","2,507.99","2,519.36","2,519.36","3,220,260,000"
2-Oct-17,"2,521.20","2,529.23","2,520.40","2,529.12","2,529.12","3,226,370,000"
3-Oct-17,"2,530.34","2,535.13","2,528.85","2,534.58","2,534.58","3,073,480,000"
4-Oct-17,"2,533.48","2,540.53","2,531.80","2,537.74","2,537.74","3,020,770,000"
5-Oct-17,"2,540.86","2,552.51","2,540.02","2,552.07","2,552.07","3,059,730,000"
6-Oct-17,"2,547.44","2,549.41","2,543.79","2,549.33","2,549.33","2,898,270,000"
9-Oct-17,"2,551.39","2,551.82","2,541.60","2,544.73","2,544.73","2,486,940,000"
10-Oct-17,"2,549.99","2,555.23","2,544.86","2,550.64","2,550.64","2,962,610,000"
11-Oct-17,"2,550.62","2,555.24","2,547.95","2,555.24","2,555.24","2,991,320,000"
12-Oct-17,"2,552.88","2,555.33","2,548.31","2,550.93","2,550.93","3,157,280,000"
13-Oct-17,"2,555.66","2,557.65","2,552.09","2,553.17","2,553.17","3,150,470,000"
16-Oct-17,"2,555.57","2,559.47","2,552.64","2,557.64","2,557.64","2,918,030,000"
17-Oct-17,"2,557.17","2,559.71","2,554.69","2,559.36","2,559.36","2,901,890,000"
18-Oct-17,"2,562.87","2,564.11","2,559.67","2,561.26","2,561.26","2,999,320,000"
19-Oct-17,"2,553.39","2,562.36","2,547.92","2,562.10","2,562.10","3,019,520,000"
20-Oct-17,"2,567.56","2,575.44","2,567.56","2,575.21","2,575.21","3,394,450,000"
23-Oct-17,"2,578.08","2,578.29","2,564.33","2,564.98","2,564.98","3,214,470,000"
24-Oct-17,"2,568.66","2,572.18","2,565.58","2,569.13","2,569.13","3,435,660,000"
25-Oct-17,"2,566.52","2,567.40","2,544.00","2,557.15","2,557.15","3,885,470,000"
26-Oct-17,"2,560.08","2,567.07","2,559.80","2,560.40","2,560.40","3,891,750,000"
27-Oct-17,"2,570.26","2,582.98","2,565.94","2,581.07","2,581.07","3,896,100,000"
30-Oct-17,"2,577.75","2,580.03","2,568.25","2,572.83","2,572.83","3,660,230,000"
31-Oct-17,"2,575.99","2,578.29","2,572.15","2,575.26","2,575.26","3,844,420,000"
1-Nov-17,"2,583.21","2,588.40","2,574.92","2,579.36","2,579.36","3,841,200,000"
2-Nov-17,"2,579.46","2,581.11","2,566.17","2,579.85","2,579.85","4,050,140,000"
3-Nov-17,"2,581.93","2,588.42","2,576.77","2,587.84","2,587.84","3,568,710,000"
6-Nov-17,"2,587.47","2,593.38","2,585.66","2,591.13","2,591.13","3,541,970,000"
7-Nov-17,"2,592.11","2,597.02","2,584.35","2,590.64","2,590.64","3,815,190,000"
8-Nov-17,"2,588.71","2,595.47","2,585.02","2,594.38","2,594.38","3,898,450,000"
9-Nov-17,"2,584.00","2,586.50","2,566.33","2,584.62","2,584.62","3,844,100,000"
10-Nov-17,"2,580.18","2,583.81","2,575.57","2,582.30","2,582.30","3,489,740,000"
13-Nov-17,"2,576.53","2,587.66","2,574.48","2,584.84","2,584.84","3,405,200,000"
14-Nov-17,"2,577.75","2,579.66","2,566.56","2,578.87","2,578.87","3,643,580,000"
15-Nov-17,"2,569.45","2,572.84","2,557.45","2,564.62","2,564.62","3,586,590,000"
16-Nov-17,"2,572.95","2,590.09","2,572.95","2,585.64","2,585.64","3,329,730,000"
17-Nov-17,"2,582.94","2,583.96","2,577.62","2,578.85","2,578.85","3,309,800,000"
20-Nov-17,"2,579.49","2,584.64","2,578.24","2,582.14","2,582.14","3,023,940,000"
21-Nov-17,"2,589.17","2,601.19","2,589.17","2,599.03","2,599.03","3,351,230,000"
22-Nov-17,"2,600.31","2,600.94","2,595.23","2,597.08","2,597.08","2,764,110,000"
24-Nov-17,"2,600.42","2,604.21","2,600.42","2,602.42","2,602.42","1,385,890,000"
27-Nov-17,"2,602.66","2,606.41","2,598.87","2,601.42","2,601.42","3,017,720,000"
28-Nov-17,"2,605.94","2,627.69","2,605.44","2,627.04","2,627.04","3,493,340,000"
29-Nov-17,"2,627.82","2,634.89","2,620.32","2,626.07","2,626.07","4,090,630,000"
30-Nov-17,"2,633.93","2,657.74","2,633.93","2,647.58","2,647.58","4,965,700,000"
1-Dec-17,"2,645.10","2,650.62","2,605.52","2,642.22","2,642.22","3,950,930,000"
4-Dec-17,"2,657.19","2,665.19","2,639.03","2,639.44","2,639.44","4,025,840,000"
5-Dec-17,"2,639.78","2,648.72","2,627.73","2,629.57","2,629.57","3,547,570,000"
6-Dec-17,"2,626.24","2,634.41","2,624.75","2,629.27","2,629.27","3,253,080,000"
7-Dec-17,"2,628.38","2,640.99","2,626.53","2,636.98","2,636.98","3,297,060,000"
8-Dec-17,"2,646.21","2,651.65","2,644.10","2,651.50","2,651.50","3,126,750,000"
11-Dec-17,"2,652.19","2,660.33","2,651.47","2,659.99","2,659.99","3,141,480,000"
12-Dec-17,"2,661.73","2,669.72","2,659.78","2,664.11","2,664.11","3,568,910,000"
13-Dec-17,"2,667.59","2,671.88","2,662.85","2,662.85","2,662.85","3,568,360,000"
14-Dec-17,"2,665.87","2,668.09","2,652.01","2,652.01","2,652.01","3,442,760,000"
15-Dec-17,"2,660.63","2,679.63","2,659.14","2,675.81","2,675.81","5,736,910,000"
18-Dec-17,"2,685.92","2,694.97","2,685.92","2,690.16","2,690.16","3,727,770,000"
19-Dec-17,"2,692.71","2,694.44","2,680.74","2,681.47","2,681.47","3,407,680,000"
20-Dec-17,"2,688.18","2,691.01","2,676.11","2,679.25","2,679.25","3,246,230,000"
21-Dec-17,"2,683.02","2,692.64","2,682.40","2,684.57","2,684.57","3,293,130,000"
22-Dec-17,"2,684.22","2,685.35","2,678.13","2,683.34","2,683.34","2,401,030,000"
26-Dec-17,"2,679.09","2,682.74","2,677.96","2,680.50","2,680.50","1,970,660,000"
27-Dec-17,"2,682.10","2,685.64","2,678.91","2,682.62","2,682.62","2,202,900,000"
28-Dec-17,"2,686.10","2,687.66","2,682.69","2,687.54","2,687.54","2,174,890,000"
29-Dec-17,"2,689.15","2,692.12","2,673.61","2,673.61","2,673.61","2,447,760,000"
2-Jan-18,"2,683.73","2,695.89","2,682.36","2,695.81","2,695.81","3,397,430,000"
3-Jan-18,"2,697.85","2,714.37","2,697.77","2,713.06","2,713.06","3,544,030,000"
4-Jan-18,"2,719.31","2,729.29","2,719.07","2,723.99","2,723.99","3,697,340,000"
5-Jan-18,"2,731.33","2,743.45","2,727.92","2,743.15","2,743.15","3,239,280,000"
8-Jan-18,"2,742.67","2,748.51","2,737.60","2,747.71","2,747.71","3,246,160,000"
9-Jan-18,"2,751.15","2,759.14","2,747.86","2,751.29","2,751.29","3,467,460,000"
10-Jan-18,"2,745.55","2,750.80","2,736.06","2,748.23","2,748.23","3,579,900,000"
11-Jan-18,"2,752.97","2,767.56","2,752.78","2,767.56","2,767.56","3,645,690,000"
12-Jan-18,"2,770.18","2,787.85","2,769.64","2,786.24","2,786.24","3,587,220,000"
16-Jan-18,"2,798.96","2,807.54","2,768.64","2,776.42","2,776.42","4,362,880,000"
17-Jan-18,"2,784.99","2,807.04","2,778.38","2,802.56","2,802.56","3,790,340,000"
18-Jan-18,"2,802.40","2,805.83","2,792.56","2,798.03","2,798.03","3,703,300,000"
19-Jan-18,"2,802.60","2,810.33","2,798.08","2,810.30","2,810.30","3,724,230,000"
22-Jan-18,"2,809.16","2,833.03","2,808.12","2,832.97","2,832.97","3,489,480,000"
23-Jan-18,"2,835.05","2,842.24","2,830.59","2,839.13","2,839.13","3,541,140,000"
24-Jan-18,"2,845.42","2,852.97","2,824.81","2,837.54","2,837.54","4,079,270,000"
25-Jan-18,"2,846.24","2,848.56","2,830.94","2,839.25","2,839.25","3,873,100,000"
26-Jan-18,"2,847.48","2,872.87","2,846.18","2,872.87","2,872.87","3,474,680,000"
29-Jan-18,"2,867.23","2,870.62","2,851.48","2,853.53","2,853.53","3,587,420,000"
30-Jan-18,"2,832.74","2,837.75","2,818.27","2,822.43","2,822.43","4,012,070,000"
31-Jan-18,"2,832.41","2,839.26","2,813.04","2,823.81","2,823.81","4,276,270,000"
1-Feb-18,"2,816.45","2,835.96","2,812.70","2,821.98","2,821.98","3,977,380,000"
2-Feb-18,"2,808.92","2,808.92","2,759.97","2,762.13","2,762.13","4,340,220,000"
5-Feb-18,"2,741.06","2,763.39","2,638.17","2,648.94","2,648.94","5,310,840,000"
6-Feb-18,"2,614.78","2,701.04","2,593.07","2,695.14","2,695.14","5,917,350,000"
7-Feb-18,"2,690.95","2,727.67","2,681.33","2,681.66","2,681.66","4,646,300,000"
8-Feb-18,"2,685.01","2,685.27","2,580.56","2,581.00","2,581.00","5,333,840,000"
9-Feb-18,"2,601.78","2,638.67","2,532.69","2,619.55","2,619.55","5,690,110,000"
12-Feb-18,"2,636.75","2,672.61","2,622.45","2,656.00","2,656.00","4,069,220,000"
13-Feb-18,"2,646.27","2,668.84","2,637.08","2,662.94","2,662.94","3,503,540,000"
14-Feb-18,"2,651.21","2,702.10","2,648.87","2,698.63","2,698.63","4,011,940,000"
15-Feb-18,"2,713.46","2,731.51","2,689.82","2,731.20","2,731.20","3,696,140,000"
16-Feb-18,"2,727.14","2,754.42","2,725.11","2,732.22","2,732.22","3,646,920,000"
20-Feb-18,"2,722.99","2,737.60","2,706.76","2,716.26","2,716.26","3,646,920,000"
21-Feb-18,"2,720.53","2,747.75","2,701.29","2,701.33","2,701.33","3,789,040,000"
22-Feb-18,"2,710.42","2,731.26","2,697.77","2,703.96","2,703.96","3,720,620,000"
23-Feb-18,"2,715.80","2,747.76","2,713.74","2,747.30","2,747.30","3,200,360,000"
26-Feb-18,"2,757.37","2,780.64","2,753.78","2,779.60","2,779.60","3,436,590,000"
27-Feb-18,"2,780.45","2,789.15","2,744.22","2,744.28","2,744.28","3,752,070,000"
28-Feb-18,"2,753.78","2,761.52","2,713.54","2,713.83","2,713.83","4,244,570,000"
